"","...1","index","file_id","newspaper_name","date","year","month","day","url","article_id","sn","newspaper_city","newspaper_state","black_press","edition","mod_id","article_title","collection","authors","document_type","issn","find_a_copy","filepath","file_id_old","file_id2_old","url_backup","page"
"398",6162,10826,"bp166","Daily Defender Daily Edition",1959-04-29,1959,NA,NA,"https://www.proquest.com/historical-newspapers/hints-break-lynch-case/docview/493712751/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"Hints Of Break In Lynch Case","ProQuest Historical Newspapers: Chicago Defender","Sessions, Cliff","article","2572-5289","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725289&amp;volume=&amp;issue=&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;spage=2&amp;date=1959-04-29&amp;atitle=Hints+Of+Break+In+Lynch+Case&amp;au=Sessions%2C+Cliff&amp;id=doi:","black_press/bp166.txt",NA,NA,NA,"2"
"399",6163,10827,"bp167","New York Amsterdam News",1957-06-01,1957,NA,NA,"https://www.proquest.com/historical-newspapers/hes/docview/225574421/se-2?accountid=14696",NA,NA,"NewYork","New_York","Y",NA,NA,"He's For It","ProQuest Historical Newspapers: New York Amsterdam News","Johnson, Eugen D","letter_to_editor",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281943-1961%29&amp;spage=8&amp;date=1957-06-01&amp;atitle=He%27s+For+It&amp;au=Johnson%2C+Eugen+D&amp;id=doi:","black_press/bp167.txt",NA,NA,NA,"8"
"400",6164,10828,"bp168","Philadelphia Tribune",1957-03-05,1957,NA,NA,"https://www.proquest.com/historical-newspapers/negroes-here-join-washington-march-if-ike-doesnt/docview/532302792/se-2?accountid=14696",NA,NA,"Philadelphia","Pennsylvania","Y",NA,NA,"Negroes Here To Join Washington March If 'Ike' Doesn't Condemn Hate Bombings","ProQuest Historical Newspapers: Philadelphia Tribune","Peters, Art","front_page","0746-956X","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=1&amp;date=1957-03-05&amp;atitle=Negroes+Here+To+Join+Washington+March+If+%27Ike%27+Doesn%27t+Condemn+Hate+Bombings&amp;au=Peters%2C+Art&amp;id=doi:","black_press/bp168.txt",NA,NA,NA,"1"
"401",6165,10829,"bp169","Atlanta Daily World",1956-10-30,1956,NA,NA,"https://www.proquest.com/historical-newspapers/taken-fla-jail-elieved-lynched/docview/491091816/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"AN TAKEN FROM FLA. JAIL ELIEVED LYNCHED: NO LEADS UNCOVERED IN SEARCH FOR WOODS","ProQuest Historical Newspapers: Atlanta Daily World",NA,"front_page","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1956-10-30&amp;atitle=AN+TAKEN+FROM+FLA.+JAIL+ELIEVED+LYNCHED&amp;au=&amp;id=doi:","black_press/bp169.txt",NA,NA,NA,"1"
"402",6166,10830,"bp170","Daily Defender Daily Edition",1956-10-29,1956,NA,NA,"https://www.proquest.com/historical-newspapers/fear-lynching-fla-town/docview/493573943/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"FEAR LYNCHING IN FLA. TOWN","ProQuest Historical Newspapers: Chicago Defender",NA,"front_page","2572-5289","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725289&amp;volume=&amp;issue=&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;spage=1&amp;date=1956-10-29&amp;atitle=FEAR+LYNCHING+IN+FLA.+TOWN&amp;au=&amp;id=doi:","black_press/bp170.txt",NA,NA,NA,"1"
"403",6167,10831,"bp171","Philadelphia Tribune",1956-06-02,1956,NA,NA,"https://www.proquest.com/historical-newspapers/lynching-averted-when-womans-rape-story-is/docview/532160461/se-2?accountid=14696",NA,NA,"Philadelphia","Pennsylvania","Y",NA,NA,"Lynching Averted When Woman's Rape Story Is Branded Hoax: Two Negro Suspects Rescued From Heavily Armed Posse","ProQuest Historical Newspapers: Philadelphia Tribune",NA,"article","0746-956X","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=3&amp;date=1956-06-02&amp;atitle=Lynching+Averted+When+Woman%27s+Rape+Story+Is+Branded+Hoax&amp;au=&amp;id=doi:","black_press/bp171.txt",NA,NA,NA,"3"
"404",6168,10832,"bp172","The Chicago Defender National edition",1955-10-15,1955,NA,NA,"https://www.proquest.com/historical-newspapers/chicago-naacp-urges-send-troops-miss/docview/492939736/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"Chicago NAACP Urges: 'Send Troops To Miss.'","ProQuest Historical Newspapers: Chicago Defender","Birchman, Robert L","article","2572-5319","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=4&amp;date=1955-10-15&amp;atitle=Chicago+NAACP+Urges%3A+%27Send+Troops+To+Miss.%27&amp;au=Birchman%2C+Robert+L&amp;id=doi:","black_press/bp172.txt",NA,NA,NA,"4"
"405",6169,10833,"bp173","New York Amsterdam News",1955-10-08,1955,NA,NA,"https://www.proquest.com/historical-newspapers/drive-voters-gets-underway/docview/225697572/se-2?accountid=14696",NA,NA,"NewYork","New_York","Y",NA,NA,"Drive For Voters Gets Underway","ProQuest Historical Newspapers: New York Amsterdam News",NA,"article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281943-1961%29&amp;spage=23&amp;date=1955-10-08&amp;atitle=Drive+For+Voters+Gets+Underway&amp;au=&amp;id=doi:","black_press/bp173.txt",NA,NA,NA,"23"
"406",6170,10834,"bp174","Cleveland Call and Post",1955-10-08,1955,NA,NA,"https://www.proquest.com/historical-newspapers/at-naacp-rally-congressman-tell-story-lynch-trial/docview/184259430/se-2?accountid=14696",NA,NA,"Cleveland","Ohio","Y",NA,NA,"AT NAACP RALLY Congressman to Tell Story of Lynch Trial","ProQuest Historical Newspapers: Cleveland Call and Post",NA,"front_page",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Cleveland+Call+and+Post+%281934-1962%29&amp;spage=1_A&amp;date=1955-10-08&amp;atitle=AT+NAACP+RALLY+Congressman+to+Tell+Story+of+Lynch+Trial&amp;au=&amp;id=doi:","black_press/bp174.txt",NA,NA,NA,"1_"
"407",6171,10835,"bp175","New Journal and Guide",1955-09-24,1955,NA,NA,"https://www.proquest.com/historical-newspapers/lynching-slaying-boy-is-dead/docview/568423605/se-2?accountid=14696",NA,NA,"Norfolk","Virginia","Y",NA,NA,"Lynching or Slaying The Boy Is Dead","ProQuest Historical Newspapers: Norfolk Journal and Guide",NA,"editorial_article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=10&amp;date=1955-09-24&amp;atitle=Lynching+or+Slaying+The+Boy+Is+Dead&amp;au=&amp;id=doi:","black_press/bp175.txt",NA,NA,NA,"10"
"408",6172,10836,"bp176","Atlanta Daily World",1955-09-08,1955,NA,NA,"https://www.proquest.com/historical-newspapers/possibility-early-trial-looms-miss-lynch-murder/docview/491068708/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"POSSIBILITY OF EARLY TRIAL LOOMS FOR MISS. LYNCH-MURDER SUSPECTS: TRIAL DATE TO BE SET TODAY; SUSPECTS JAILED WITHOUT BOND","ProQuest Historical Newspapers: Atlanta Daily World",NA,"front_page","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1955-09-08&amp;atitle=POSSIBILITY+OF+EARLY+TRIAL+LOOMS+FOR+MISS.+LYNCH-MURDER+SUSPECTS&amp;au=&amp;id=doi:","black_press/bp176.txt",NA,NA,NA,"1"
"409",6173,10837,"bp177","The Chicago Defender National edition",1955-06-25,1955,NA,NA,"https://www.proquest.com/historical-newspapers/3-ala-cops-who-beat-negro-freed/docview/492908015/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"3 Ala. Cops Who Beat Negro, Freed","ProQuest Historical Newspapers: Chicago Defender",NA,"article","2572-5319","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=7&amp;date=1955-06-25&amp;atitle=3+Ala.+Cops+Who+Beat+Negro%2C+Freed&amp;au=&amp;id=doi:","black_press/bp177.txt",NA,NA,NA,"7"
"410",6174,10838,"bp178","Atlanta Daily World",1954-12-08,1954,NA,NA,"https://www.proquest.com/historical-newspapers/mother-three-children-burned-death-house/docview/491046277/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"Mother And Three Children Burned To Death In House","ProQuest Historical Newspapers: Atlanta Daily World",NA,"front_page","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1954-12-08&amp;atitle=Mother+And+Three+Children+Burned+To+Death+In+House&amp;au=&amp;id=doi:","black_press/bp178.txt",NA,NA,NA,"1"
"411",6175,10839,"bp179","Courier",1953-05-09,1953,NA,NA,"https://www.proquest.com/historical-newspapers/ruby/docview/202322789/se-2?accountid=14696",NA,NA,"Pittsburgh","Pennsylvania","Y",NA,NA,"Ruby!: Good or Bad?","ProQuest Historical Newspapers: Pittsburgh Courier",NA,"article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Courier+%281950-1954%29&amp;spage=18&amp;date=1953-05-09&amp;atitle=Ruby%21&amp;au=&amp;id=doi:","black_press/bp179.txt",NA,NA,NA,"18"
"412",6176,10840,"bp180","Atlanta Daily World",1952-11-21,1952,NA,NA,"https://www.proquest.com/historical-newspapers/lynchburg-croup-drops-plans-school-suit/docview/490981570/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"Lynchburg Croup Drops Plans For School Suit","ProQuest Historical Newspapers: Atlanta Daily World",NA,"article","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=8&amp;date=1952-11-21&amp;atitle=Lynchburg+Croup+Drops+Plans+For+School+Suit&amp;au=&amp;id=doi:","black_press/bp180.txt",NA,NA,NA,"8"
"413",6177,10841,"bp181","Los Angeles Sentinel",1952-02-28,1952,NA,NA,"https://www.proquest.com/historical-newspapers/virginia-league-seeking-negro-ballplayers/docview/562286019/se-2?accountid=14696",NA,NA,"LosAngeles","California","Y",NA,NA,"Virginia League Seeking Negro Ballplayers","ProQuest Historical Newspapers: Los Angeles Sentinel","Carter, Jewel","article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Los+Angeles+Sentinel+%281934-%29&amp;spage=B4&amp;date=1952-02-28&amp;atitle=Virginia+League+Seeking+Negro+Ballplayers&amp;au=Carter%2C+Jewel&amp;id=doi:","black_press/bp181.txt",NA,NA,NA,"B4"
"414",6178,10842,"bp182","New York Amsterdam News",1951-12-01,1951,NA,NA,"https://www.proquest.com/historical-newspapers/slate-street-corner-rally-here-protesting-dixie/docview/225799787/se-2?accountid=14696",NA,NA,"NewYork","New_York","Y",NA,NA,"Slate Street Corner Rally Here Protesting Dixie Killing Of Two","ProQuest Historical Newspapers: New York Amsterdam News",NA,"article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281943-1961%29&amp;spage=19&amp;date=1951-12-01&amp;atitle=Slate+Street+Corner+Rally+Here+Protesting+Dixie+Killing+Of+Two&amp;au=&amp;id=doi:","black_press/bp182.txt",NA,NA,NA,"19"
"415",6179,10843,"bp183","Atlanta Daily World",1951-07-18,1951,NA,NA,"https://www.proquest.com/historical-newspapers/negro-women-join-crusade-fight-lynching-u-s/docview/490948717/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"Negro Women Join In Crusade To Fight Lynching In U. S.","ProQuest Historical Newspapers: Atlanta Daily World",NA,"article","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=3&amp;date=1951-07-18&amp;atitle=Negro+Women+Join+In+Crusade+To+Fight+Lynching+In+U.+S.&amp;au=&amp;id=doi:","black_press/bp183.txt",NA,NA,NA,"3"
"416",6180,10844,"bp184","The Chicago Defender National edition",1951-06-30,1951,NA,NA,"https://www.proquest.com/historical-newspapers/mob-acts-on-rumor-shoots-samaritan-good-deed/docview/492795977/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"Mob Acts On Rumor, Shoots Samaritan For Good Deed","ProQuest Historical Newspapers: Chicago Defender",NA,"front_page","2572-5319","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=1&amp;date=1951-06-30&amp;atitle=Mob+Acts+On+Rumor%2C+Shoots+Samaritan+For+Good+Deed&amp;au=&amp;id=doi:","black_press/bp184.txt",NA,NA,NA,"1"
"417",6181,10845,"bp185","Atlanta Daily World",1950-07-16,1950,NA,NA,"https://www.proquest.com/historical-newspapers/seeing-saying/docview/490913379/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"SEEING AND SAYING: DON'T LEAVE LYNCH-BESET LEADERS","ProQuest Historical Newspapers: Atlanta Daily World","Fowlkes, William A","article","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=4&amp;date=1950-07-16&amp;atitle=SEEING+AND+SAYING&amp;au=Fowlkes%2C+William+A&amp;id=doi:","black_press/bp185.txt",NA,NA,NA,"4"
"418",6182,10846,"bp186","Atlanta Daily World",1950-01-15,1950,NA,NA,"https://www.proquest.com/historical-newspapers/farmers-family-reveals-first-1950-lynching/docview/490910600/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"Farmer's Family Reveals First 1950 Lynching: Virginian Axe-Slashed To Death Intensification Of Campaign For Lynch Measure Is Urged","ProQuest Historical Newspapers: Atlanta Daily World",NA,"front_page","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1950-01-15&amp;atitle=Farmer%27s+Family+Reveals+First+1950+Lynching&amp;au=&amp;id=doi:","black_press/bp186.txt",NA,NA,NA,"1"
"419",6183,10847,"bp187","The Pittsburgh Courier",1949-10-29,1949,NA,NA,"https://www.proquest.com/historical-newspapers/new-violence-dixie/docview/202214843/se-2?accountid=14696",NA,NA,"Pittsburgh","Pennsylvania","Y",NA,NA,"NEW VIOLENCE IN DIXIE: NEW VIOLENCE SWEEPS DIXIE","ProQuest Historical Newspapers: Pittsburgh Courier",NA,"front_page",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=1&amp;date=1949-10-29&amp;atitle=NEW+VIOLENCE+IN+DIXIE&amp;au=&amp;id=doi:","black_press/bp187.txt",NA,NA,NA,"1"
"420",6184,10848,"bp188","The Chicago Defender National edition",1949-09-17,1949,NA,NA,"https://www.proquest.com/historical-newspapers/congress-fiddles-lynchings-mount/docview/492865026/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"Congress Fiddles, Lynchings Mount","ProQuest Historical Newspapers: Chicago Defender",NA,"editorial_article","2572-5319","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=6&amp;date=1949-09-17&amp;atitle=Congress+Fiddles%2C+Lynchings+Mount&amp;au=&amp;id=doi:","black_press/bp188.txt",NA,NA,NA,"6"
"421",6185,10849,"bp189","The Chicago Defender National edition",1949-09-17,1949,NA,NA,"https://www.proquest.com/historical-newspapers/congress-fiddles-lynchings-mount-2/docview/492787883/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"Congress Fiddles, Lynchings Mount(2)","ProQuest Historical Newspapers: Chicago Defender",NA,"editorial_article","2572-5319","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=6&amp;date=1949-09-17&amp;atitle=Congress+Fiddles%2C+Lynchings+Mount%282%29&amp;au=&amp;id=doi:","black_press/bp189.txt",NA,NA,NA,"6"
"422",6186,10850,"bp190","Los Angeles Sentinel",1949-09-01,1949,NA,NA,"https://www.proquest.com/historical-newspapers/letters-editor/docview/562167649/se-2?accountid=14696",NA,NA,"LosAngeles","California","Y",NA,NA,"Letters To The Editor","ProQuest Historical Newspapers: Los Angeles Sentinel","Wilkins, Roy","letter_to_editor",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Los+Angeles+Sentinel+%281934-%29&amp;spage=B5&amp;date=1949-09-01&amp;atitle=Letters+To+The+Editor&amp;au=Wilkins%2C+Roy&amp;id=doi:","black_press/bp190.txt",NA,NA,NA,"B5"
"423",6187,10851,"bp191","The Pittsburgh Courier",1949-08-06,1949,NA,NA,"https://www.proquest.com/historical-newspapers/i-love-america/docview/202223554/se-2?accountid=14696",NA,NA,"Pittsburgh","Pennsylvania","Y",NA,NA,"'I Love America!'","ProQuest Historical Newspapers: Pittsburgh Courier",NA,"editorial_article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=14&amp;date=1949-08-06&amp;atitle=%27I+Love+America%21%27&amp;au=&amp;id=doi:","black_press/bp191.txt",NA,NA,NA,"14"
"424",6188,10852,"bp192","The Pittsburgh Courier",1949-07-23,1949,NA,NA,"https://www.proquest.com/historical-newspapers/400-flee-fla-mob/docview/202230651/se-2?accountid=14696",NA,NA,"Pittsburgh","Pennsylvania","Y",NA,NA,"400 FLEE FLA. MOB: SHERIFF SAVES 2 LIVES THOUGHTFUL WHITES HELP EVACUATE NEGRO CITIZENS AS MOB SHOOTS UP TOWN","ProQuest Historical Newspapers: Pittsburgh Courier","Pittsburgh Courier Press Service","front_page",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=1&amp;date=1949-07-23&amp;atitle=400+FLEE+FLA.+MOB&amp;au=Pittsburgh+Courier+Press+Service&amp;id=doi:","black_press/bp192.txt",NA,NA,NA,"1"
"425",6189,10853,"bp193","Atlanta Daily World",1949-07-08,1949,NA,NA,"https://www.proquest.com/historical-newspapers/goodwill-trooper/docview/490892855/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"Goodwill By A Trooper","ProQuest Historical Newspapers: Atlanta Daily World",NA,"editorial_article","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=6&amp;date=1949-07-08&amp;atitle=Goodwill+By+A+Trooper&amp;au=&amp;id=doi:","black_press/bp193.txt",NA,NA,NA,"6"
"426",6190,10854,"bp194","New York Amsterdam News",1949-06-18,1949,NA,NA,"https://www.proquest.com/historical-newspapers/free-pair-lynching-that-rocked-nation/docview/225904032/se-2?accountid=14696",NA,NA,"NewYork","New_York","Y",NA,NA,"Free Pair In Lynching That Rocked Nation","ProQuest Historical Newspapers: New York Amsterdam News","Special Correspondence","front_page",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281943-1961%29&amp;spage=1&amp;date=1949-06-18&amp;atitle=Free+Pair+In+Lynching+That+Rocked+Nation&amp;au=Special+Correspondence&amp;id=doi:","black_press/bp194.txt",NA,NA,NA,"1"
"427",6191,10855,"bp195","The Chicago Defender National edition",1949-06-11,1949,NA,NA,"https://www.proquest.com/historical-newspapers/lynching-days-are-here-again/docview/492799274/se-2?accountid=14696",NA,NA,"Chicago","Illinois","Y",NA,NA,"Lynching Days Are Here Again","ProQuest Historical Newspapers: Chicago Defender",NA,"editorial_article","2572-5319","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=6&amp;date=1949-06-11&amp;atitle=Lynching+Days+Are+Here+Again&amp;au=&amp;id=doi:","black_press/bp195.txt",NA,NA,NA,"6"
"428",6192,10856,"bp196","Cleveland Call and Post",1949-06-11,1949,NA,NA,"https://www.proquest.com/historical-newspapers/georgias-used-em/docview/184169611/se-2?accountid=14696",NA,NA,"Cleveland","Ohio","Y",NA,NA,"GEORGIA'S USED TO 'EM: LYNCHING OF NEGRO NOT EXCITING ENOUGH TO DISTURB CHECKER GAME","ProQuest Historical Newspapers: Cleveland Call and Post",NA,"article",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Cleveland+Call+and+Post+%281934-1962%29&amp;spage=5A&amp;date=1949-06-11&amp;atitle=GEORGIA%27S+USED+TO+%27EM%3A&amp;au=&amp;id=doi:","black_press/bp196.txt",NA,NA,NA,"5"
"429",6193,10857,"bp197","Atlanta Daily World",1949-06-07,1949,NA,NA,"https://www.proquest.com/historical-newspapers/another-georgia-disgrace/docview/490886069/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"Another Georgia Disgrace","ProQuest Historical Newspapers: Atlanta Daily World",NA,"editorial_article","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=6&amp;date=1949-06-07&amp;atitle=Another+Georgia+Disgrace&amp;au=&amp;id=doi:","black_press/bp197.txt",NA,NA,NA,"6"
"430",6194,10858,"bp198","Atlanta Daily World",1949-06-07,1949,NA,NA,"https://www.proquest.com/historical-newspapers/fbi-moves-into-irwinton-case/docview/490883426/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"FBI Moves Into Irwinton Case","ProQuest Historical Newspapers: Atlanta Daily World",NA,"front_page","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1949-06-07&amp;atitle=FBI+Moves+Into+Irwinton+Case&amp;au=&amp;id=doi:","black_press/bp198.txt",NA,NA,NA,"1"
"431",6195,10859,"bp199","Atlanta Daily World",1949-06-01,1949,NA,NA,"https://www.proquest.com/historical-newspapers/new-angles-uncovered-lynch-victims-death/docview/490886549/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"New Angles Uncovered In Lynch Victim's Death: Man Says He Was Beaten, Home Searched Investigations Seem To Lead Probers Nowhere","ProQuest Historical Newspapers: Atlanta Daily World","GREENLEA, C W","front_page","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=03078833&amp;volume=25&amp;issue=2&amp;title=Theatre+Research+International&amp;spage=149&amp;date=2000-07-01&amp;atitle=A+melting+pot+of+talents&amp;au=Prunet%2C+Monique&amp;id=doi:","black_press/bp199.txt",NA,NA,NA,"1"
"432",6196,10860,"bp200","Philadelphia Tribune",1949-05-31,1949,NA,NA,"https://www.proquest.com/historical-newspapers/man-28-kidnaped-best-cell-sheriffs-absence/docview/531890977/se-2?accountid=14696",NA,NA,"Philadelphia","Pennsylvania","Y",NA,NA,"Man, 28, Kidnaped From ""Best"" Cell in Sheriff's Absence","ProQuest Historical Newspapers: Philadelphia Tribune",NA,"front_page","0746-956X","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=1&amp;date=1949-05-31&amp;atitle=Man%2C+28%2C+Kidnaped+From+%22Best%22+Cell+in+Sheriff%27s+Absence&amp;au=&amp;id=doi:","black_press/bp200.txt",NA,NA,NA,"1"
"433",6197,10861,"bp201","Atlanta Daily World",1949-04-06,1949,NA,NA,"https://www.proquest.com/historical-newspapers/way-justice/docview/490881922/se-2?accountid=14696",NA,NA,"Atlanta","Georgia","Y",NA,NA,"The Way Of Justice","ProQuest Historical Newspapers: Atlanta Daily World",NA,"editorial_article","1528-6142","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=6&amp;date=1949-04-06&amp;atitle=The+Way+Of+Justice&amp;au=&amp;id=doi:","black_press/bp201.txt",NA,NA,NA,"6"
"434",6198,10862,"bp202","Philadelphia Tribune",1949-03-29,1949,NA,NA,"https://www.proquest.com/historical-newspapers/south-mason-dixon/docview/531935265/se-2?accountid=14696",NA,NA,"Philadelphia","Pennsylvania","Y",NA,NA,"south of the mason-dixon: STATES REFUSE TO PUNISH LYNCHERS","ProQuest Historical Newspapers: Philadelphia Tribune","Halliburton, C","article","0746-956X","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=9&amp;date=1949-03-29&amp;atitle=south+of+the+mason-dixon&amp;au=Halliburton%2C+C&amp;id=doi:","black_press/bp202.txt",NA,NA,NA,"9"
