"","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","black_press","filename","X","index","article_title","newspaper_city","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath"
"572","8946_0","New-York tribune (New York [N.Y.])","New York",1902-09-12,1902,9,12,"seq-9","ed-1",1,2176,8946,0,"sn83030214","https://articleextractor.org/pages/8946/dlc_haiti_ver01/sn83030214/1902/09/12/ed-1/seq-9/0?user_id=6",NA,"8946_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","8948_0","The Washburn leader (Washburn, McLea...)","North Dakota",1901-03-23,1901,3,23,"seq-5","ed-1",1,8766,8948,0,"sn85000631","https://articleextractor.org/pages/8948/ndhi_hydrogen_ver01/sn85000631/1901/03/23/ed-1/seq-5/0?user_id=6",NA,"8948_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","8949_0","Wausau pilot (Wausau, Wis.)","Wisconsin",1904-09-13,1904,9,13,"seq-7","ed-1",1,12984,8949,0,"sn85040749","https://articleextractor.org/pages/8949/whi_augurey_ver01/sn85040749/1904/09/13/ed-1/seq-7/0?user_id=6",NA,"8949_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","8953_0","Phoenix tribune (Phoenix, Ariz.)","Arizona",1918-08-17,1918,8,17,"seq-1","ed-1",1,995,8953,0,"sn96060881","https://articleextractor.org/pages/8953/az_campfiregoneout_ver03/sn96060881/1918/08/17/ed-1/seq-1/0?user_id=6","Y","8953_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","8954_0","Albuquerque morning journal (Albuquerque, N....)","New Mexico",1921-07-04,1921,7,4,"seq-3","ed-1",1,8953,8954,0,"sn84031081","https://articleextractor.org/pages/8954/nmu_dumas_ver01/sn84031081/1921/07/04/ed-1/seq-3/0?user_id=6",NA,"8954_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","8956_0","The Kendrick gazette (Kendrick, Idaho)","Idaho",1918-12-27,1918,12,27,"seq-6","ed-1",1,3408,8956,0,"sn86091096","https://articleextractor.org/pages/8956/idhi_greene_ver01/sn86091096/1918/12/27/ed-1/seq-6/0?user_id=6",NA,"8956_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","8957_0",NA,"Arkansas",1902-11-21,1902,11,21,"seq-4","ed-1",1,707,8957,0,"sn89051128","https://articleextractor.org/pages/8957/arhi_kangaskhan_ver02/sn89051128/1902/11/21/ed-1/seq-4/0?user_id=6",NA,"8957_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","8958_0","Deseret evening news (Great Salt Lake...)","Utah",1902-02-06,1902,2,6,"seq-2","ed-1",1,11642,8958,0,"sn83045555","https://articleextractor.org/pages/8958/uuml_eight_ver01/sn83045555/1902/02/06/ed-1/seq-2/0?user_id=6",NA,"8958_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","8959_0",NA,"Tennessee",1918-05-09,1918,5,9,"seq-3","ed-1",1,10863,8959,0,"sn99065781","https://articleextractor.org/pages/8959/tu_carla_ver01/sn99065781/1918/05/09/ed-1/seq-3/0?user_id=6",NA,"8959_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","8960_0","Semi-weekly interior journal (Stanford, Ky.)","Kentucky",1901-03-22,1901,3,22,"seq-2","ed-1",1,4915,8960,0,"sn85052020","https://articleextractor.org/pages/8960/kyu_hendrix_ver01/sn85052020/1901/03/22/ed-1/seq-2/0?user_id=6",NA,"8960_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","8961_0","The Stark County Democrat (Canton, Ohio)","Ohio",1904-03-15,1904,3,15,"seq-1","ed-1",1,9774,8961,0,"sn84028490","https://articleextractor.org/pages/8961/ohi_golf_ver04/sn84028490/1904/03/15/ed-1/seq-1/0?user_id=6",NA,"8961_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","8963_0","Richmond dispatch (Richmond, Va.)","Virginia",1902-09-28,1902,9,28,"seq-21","ed-1",1,11839,8963,0,"sn85038614","https://articleextractor.org/pages/8963/vi_carmel_ver02/sn85038614/1902/09/28/ed-1/seq-21/0?user_id=6",NA,"8963_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","8963_1","Richmond dispatch (Richmond, Va.)","Virginia",1902-09-28,1902,9,28,"seq-21","ed-1",1,11837,8963,1,"sn85038614","https://articleextractor.org/pages/8963/vi_carmel_ver02/sn85038614/1902/09/28/ed-1/seq-21/0?user_id=6",NA,"8963_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","8963_2","Richmond dispatch (Richmond, Va.)","Virginia",1902-09-28,1902,9,28,"seq-21","ed-1",1,11841,8963,2,"sn85038614","https://articleextractor.org/pages/8963/vi_carmel_ver02/sn85038614/1902/09/28/ed-1/seq-21/0?user_id=6",NA,"8963_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","8963_3","Richmond dispatch (Richmond, Va.)","Virginia",1902-09-28,1902,9,28,"seq-21","ed-1",1,11842,8963,3,"sn85038614","https://articleextractor.org/pages/8963/vi_carmel_ver02/sn85038614/1902/09/28/ed-1/seq-21/0?user_id=6",NA,"8963_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","8964_0",NA,"Mississippi",1902-02-15,1902,2,15,"seq-1","ed-1",1,7206,8964,0,"sn87065600","https://articleextractor.org/pages/8964/msar_obsidian_ver01/sn87065600/1902/02/15/ed-1/seq-1/0?user_id=6",NA,"8964_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","8964_1",NA,"Mississippi",1902-02-15,1902,2,15,"seq-1","ed-1",1,7207,8964,1,"sn87065600","https://articleextractor.org/pages/8964/msar_obsidian_ver01/sn87065600/1902/02/15/ed-1/seq-1/0?user_id=6",NA,"8964_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","8965_0","The evening world (New York, N.Y.)","New York",1904-06-04,1904,6,4,"seq-12","ed-1",1,9192,8965,0,"sn83030193","https://articleextractor.org/pages/8965/nn_plato_ver01/sn83030193/1904/06/04/ed-1/seq-12/0?user_id=6",NA,"8965_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","8967_0","Little Falls herald (Little Falls, M...)","Minnesota",1903-09-25,1903,9,25,"seq-7","ed-1",1,6180,8967,0,"sn89064515","https://articleextractor.org/pages/8967/mnhi_opel_ver01/sn89064515/1903/09/25/ed-1/seq-7/0?user_id=6",NA,"8967_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","8968_0","The San Francisco call (San Francisco [...)","California",1902-01-09,1902,1,9,"seq-1","ed-1",1,1615,8968,0,"sn85066387","https://articleextractor.org/pages/8968/curiv_carmel_ver01/sn85066387/1902/01/09/ed-1/seq-1/0?user_id=6",NA,"8968_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","8969_0",NA,"Louisiana",1902-06-28,1902,6,28,"seq-1","ed-1",1,5063,8969,0,"sn88064328","https://articleextractor.org/pages/8969/lu_eevee_ver01/sn88064328/1902/06/28/ed-1/seq-1/0?user_id=6",NA,"8969_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","8970_0","Evening times-Republican (Marshalltown, I...)","Iowa",1902-11-22,1902,11,22,"seq-5","ed-1",1,3103,8970,0,"sn85049554","https://articleextractor.org/pages/8970/iahi_duesenberg_ver01/sn85049554/1902/11/22/ed-1/seq-5/0?user_id=6",NA,"8970_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","8971_0","Shoshone journal (Shoshone, Idaho)","Idaho",1902-05-30,1902,5,30,"seq-2","ed-1",1,3402,8971,0,"sn86063039","https://articleextractor.org/pages/8971/idhi_galapagos_ver01/sn86063039/1902/05/30/ed-1/seq-2/0?user_id=6",NA,"8971_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","8973_0","The Topeka state journal (Topeka, Kansas)","Kansas",1903-08-13,1903,8,13,"seq-10","ed-1",1,4350,8973,0,"sn82016014","https://articleextractor.org/pages/8973/khi_gygax_ver01/sn82016014/1903/08/13/ed-1/seq-10/0?user_id=6",NA,"8973_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","9292_0","Hopkinsville Kentuckian (Hopkinsville, K...)","Kentucky",1896-07-10,1896,7,10,"seq-2","ed-1",2,4815,9292,0,"sn86069395","https://articleextractor.org/pages/9292/kyu_fargo_ver01/sn86069395/1896/07/10/ed-1/seq-2/0?user_id=6",NA,"9292_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","9506_0","The Montgomery advertiser (Montgomery, Ala...)","Alabama",1901-07-03,1901,7,3,"seq-4","ed-1",3,859,9506,0,"sn84020645","https://articleextractor.org/pages/9506/au_groom_ver01/sn84020645/1901/07/03/ed-1/seq-4/0?user_id=6",NA,"9506_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","9554_0",NA,"Delaware",1886-03-11,1886,3,11,"seq-2","ed-1",2,1876,9554,0,"sn88053046","https://articleextractor.org/pages/9554/deu_horcrux_ver01/sn88053046/1886/03/11/ed-1/seq-2/0?user_id=6",NA,"9554_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","9563_0",NA,"Georgia",1904-03-24,1904,3,24,"seq-1","ed-1",1,2757,9563,0,"sn89053684","https://articleextractor.org/pages/9563/gu_holmes_ver01/sn89053684/1904/03/24/ed-1/seq-1/0?user_id=6",NA,"9563_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","9564_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama",1904-10-26,1904,10,26,"seq-4","ed-1",1,810,9564,0,"sn85038485","https://articleextractor.org/pages/9564/au_davis_ver01/sn85038485/1904/10/26/ed-1/seq-4/0?user_id=6",NA,"9564_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","9565_0","The Colorado statesman (Denver, Colo.)","Colorado",1909-09-25,1909,9,25,"seq-1","ed-1",1,1186,9565,0,"sn83025514","https://articleextractor.org/pages/9565/cohi_hamilton_ver01/sn83025514/1909/09/25/ed-1/seq-1/0?user_id=6","Y","9565_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","9566_0","Owingsville outlook (Owingsville, Ky...)","Kentucky",1903-07-02,1903,7,2,"seq-3","ed-1",1,4783,9566,0,"sn86069620","https://articleextractor.org/pages/9566/kyu_elvis_ver01/sn86069620/1903/07/02/ed-1/seq-3/0?user_id=6",NA,"9566_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","9566_1","Owingsville outlook (Owingsville, Ky...)","Kentucky",1903-07-02,1903,7,2,"seq-3","ed-1",1,4784,9566,1,"sn86069620","https://articleextractor.org/pages/9566/kyu_elvis_ver01/sn86069620/1903/07/02/ed-1/seq-3/0?user_id=6",NA,"9566_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","9567_0","The Maui news (Wailuku, Maui, ...)","Hawaii",1904-03-12,1904,3,12,"seq-1","ed-1",1,2799,9567,0,"sn82014689","https://articleextractor.org/pages/9567/hihouml_flame_ver01/sn82014689/1904/03/12/ed-1/seq-1/0?user_id=6",NA,"9567_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","9567_1","The Maui news (Wailuku, Maui, ...)","Hawaii",1904-03-12,1904,3,12,"seq-1","ed-1",1,2800,9567,1,"sn82014689","https://articleextractor.org/pages/9567/hihouml_flame_ver01/sn82014689/1904/03/12/ed-1/seq-1/0?user_id=6",NA,"9567_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","9568_0","The citizen (Berea, Ky.)","Kentucky",1908-02-13,1908,2,13,"seq-7","ed-1",1,4871,9568,0,"sn85052076","https://articleextractor.org/pages/9568/kyu_fleetwoodmac_ver01/sn85052076/1908/02/13/ed-1/seq-7/0?user_id=6",NA,"9568_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","9569_0",NA,"Missouri",1904-07-08,1904,7,8,"seq-2","ed-1",1,6456,9569,0,"sn90061782","https://articleextractor.org/pages/9569/mohi_eadweard_ver01/sn90061782/1904/07/08/ed-1/seq-2/0?user_id=6",NA,"9569_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","9569_1",NA,"Missouri",1904-07-08,1904,7,8,"seq-2","ed-1",1,6457,9569,1,"sn90061782","https://articleextractor.org/pages/9569/mohi_eadweard_ver01/sn90061782/1904/07/08/ed-1/seq-2/0?user_id=6",NA,"9569_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","9570_0","The Guthrie daily leader (Guthrie, Okla.)","Oklahoma",1893-12-07,1893,12,7,"seq-2","ed-1",1,10056,9570,0,"sn86063952","https://articleextractor.org/pages/9570/okhi_ellis_ver01/sn86063952/1893/12/07/ed-1/seq-2/0?user_id=6",NA,"9570_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","9571_0","Richmond dispatch (Richmond, Va.)","Virginia",1901-09-04,1901,9,4,"seq-2","ed-1",1,11919,9571,0,"sn85038614","https://articleextractor.org/pages/9571/vi_etna_ver01/sn85038614/1901/09/04/ed-1/seq-2/0?user_id=6",NA,"9571_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","9572_0","The Muskogee cimeter (Muskogee, India...)","Oklahoma",1907-12-13,1907,12,13,"seq-2","ed-1",1,10007,9572,0,"sn83025060","https://articleextractor.org/pages/9572/okhi_beaver_ver01/sn83025060/1907/12/13/ed-1/seq-2/0?user_id=6","Y","9572_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","9573_0","The Lamar register (Lamar, Colo.)","Colorado",1903-07-29,1903,7,29,"seq-4","ed-1",1,1161,9573,0,"sn86063147","https://articleextractor.org/pages/9573/cohi_bailey_ver02/sn86063147/1903/07/29/ed-1/seq-4/0?user_id=6",NA,"9573_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","9575_0","Evening bulletin (Honolulu [Oahu,...)","Hawaii",1905-10-09,1905,10,9,"seq-2","ed-1",1,2806,9575,0,"sn82016413","https://articleextractor.org/pages/9575/hihouml_hawk_ver01/sn82016413/1905/10/09/ed-1/seq-2/0?user_id=6",NA,"9575_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","9576_0","Waterbury evening Democrat (Waterbury [Conn...)","Connecticut",1904-02-01,1904,2,1,"seq-5","ed-1",1,1531,9576,0,"sn93053726","https://articleextractor.org/pages/9576/ct_ironwood_ver01/sn93053726/1904/02/01/ed-1/seq-5/0?user_id=6",NA,"9576_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","9577_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama",1905-11-16,1905,11,16,"seq-1","ed-1",1,816,9577,0,"sn85038485","https://articleextractor.org/pages/9577/au_davis_ver01/sn85038485/1905/11/16/ed-1/seq-1/0?user_id=6",NA,"9577_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","9578_0","The sun (New York [N.Y.]) 1833-1916","New York",1905-06-30,1905,6,30,"seq-3","ed-1",1,9126,9578,0,"sn83030272","https://articleextractor.org/pages/9578/nn_feyerabend_ver01/sn83030272/1905/06/30/ed-1/seq-3/0?user_id=6",NA,"9578_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","9579_0","The evening bulletin (Maysville, Ky.)","Kentucky",1893-09-02,1893,9,2,"seq-3","ed-1",1,4942,9579,0,"sn87060190","https://articleextractor.org/pages/9579/kyu_ishtar_ver01/sn87060190/1893/09/02/ed-1/seq-3/0?user_id=6",NA,"9579_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","9580_0","Wheeling register (Wheeling, W. Va...)","West Virginia",1893-04-20,1893,4,20,"seq-4","ed-1",1,13480,9580,0,"sn86092518","https://articleextractor.org/pages/9580/wvu_holt_ver01/sn86092518/1893/04/20/ed-1/seq-4/0?user_id=6",NA,"9580_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","9580_1","Wheeling register (Wheeling, W. Va...)","West Virginia",1893-04-20,1893,4,20,"seq-4","ed-1",1,13481,9580,1,"sn86092518","https://articleextractor.org/pages/9580/wvu_holt_ver01/sn86092518/1893/04/20/ed-1/seq-4/0?user_id=6",NA,"9580_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","9581_0",NA,"South Dakota",1905-08-10,1905,8,10,"seq-2","ed-1",1,10610,9581,0,"sn98062890","https://articleextractor.org/pages/9581/sdhi_interceptor_ver01/sn98062890/1905/08/10/ed-1/seq-2/0?user_id=6",NA,"9581_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","9582_0","The Stark County Democrat (Canton, Ohio)","Ohio",1893-03-30,1893,3,30,"seq-5","ed-1",1,9765,9582,0,"sn84028490","https://articleextractor.org/pages/9582/ohi_golf_ver04/sn84028490/1893/03/30/ed-1/seq-5/0?user_id=6",NA,"9582_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","9585_0","The Wichita daily eagle (Wichita, Kan.)","Kansas",1904-03-22,1904,3,22,"seq-4","ed-1",1,4520,9585,0,"sn82014635","https://articleextractor.org/pages/9585/khi_landon_ver01/sn82014635/1904/03/22/ed-1/seq-4/0?user_id=6",NA,"9585_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","9586_0","The news & observer (Raleigh, N.C.)","North Carolina",1903-10-29,1903,10,29,"seq-2","ed-1",1,8182,9586,0,"sn85042104","https://articleextractor.org/pages/9586/ncu_hamm_ver01/sn85042104/1903/10/29/ed-1/seq-2/0?user_id=6",NA,"9586_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","9588_0","Richmond planet (Richmond, Va.)","Virginia",1920-01-03,1920,1,3,"seq-10","ed-1",1,12064,9588,0,"sn84025841","https://articleextractor.org/pages/9588/vi_lauren_ver02/sn84025841/1920/01/03/ed-1/seq-10/0?user_id=6","Y","9588_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","9590_0","The Durham recorder (Durham, N.C.)","North Carolina",1908-10-16,1908,10,16,"seq-2","ed-1",1,8207,9590,0,"sn84020731","https://articleextractor.org/pages/9590/ncu_hawk_ver02/sn84020731/1908/10/16/ed-1/seq-2/0?user_id=6",NA,"9590_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","9591_0","The Brunswick news (Brunswick, Ga.)","Georgia",1920-11-25,1920,11,25,"seq-1","ed-1",1,2771,9591,0,"sn90052143","https://articleextractor.org/pages/9591/gu_marple_ver01/sn90052143/1920/11/25/ed-1/seq-1/0?user_id=6",NA,"9591_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","9593_0",NA,"Michigan",1946-11-16,1946,11,16,"seq-16","ed-1",1,5368,9593,0,"sn92063852","https://articleextractor.org/pages/9593/mimtptc_albion_ver01/sn92063852/1946/11/16/ed-1/seq-16/0?user_id=6","Y","9593_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","9594_0","The daily worker (Chicago, Ill.)","Illinois",1933-09-26,1933,9,26,"seq-6","ed-1",1,3914,9594,0,"sn84020097","https://articleextractor.org/pages/9594/iune_fluorite_ver01/sn84020097/1933/09/26/ed-1/seq-6/0?user_id=6",NA,"9594_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","9596_0",NA,"Virginia",1917-05-30,1917,5,30,"seq-2","ed-1",1,12171,9596,0,"sn90052005","https://articleextractor.org/pages/9596/vi_noriker_ver01/sn90052005/1917/05/30/ed-1/seq-2/0?user_id=6",NA,"9596_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","9597_0","The Wheeling intelligencer (Wheeling, W. Va...)","West Virginia",1922-07-19,1922,7,19,"seq-1","ed-1",1,13514,9597,0,"sn86092536","https://articleextractor.org/pages/9597/wvu_klingon_ver01/sn86092536/1922/07/19/ed-1/seq-1/0?user_id=6",NA,"9597_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","9599_0","The Indianapolis journal (Indianapolis [I...)","Indiana",1886-01-21,1886,1,21,"seq-5","ed-1",1,3436,9599,0,"sn82015679","https://articleextractor.org/pages/9599/in_asimov_ver02/sn82015679/1886/01/21/ed-1/seq-5/0?user_id=6",NA,"9599_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","9600_0","The Bossier banner (Bellevue, Bossi...)","Louisiana",1909-04-29,1909,4,29,"seq-2","ed-1",1,5100,9600,0,"sn85034235","https://articleextractor.org/pages/9600/lu_ninetails_ver01/sn85034235/1909/04/29/ed-1/seq-2/0?user_id=6",NA,"9600_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","9601_0",NA,"Mississippi",1909-09-01,1909,9,1,"seq-4","ed-1",1,7030,9601,0,"sn87065167","https://articleextractor.org/pages/9601/msar_gabardine_ver01/sn87065167/1909/09/01/ed-1/seq-4/0?user_id=6",NA,"9601_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","9602_0",NA,"Illinois",1909-04-19,1909,4,19,"seq-1","ed-1",1,4015,9602,0,"sn92053934","https://articleextractor.org/pages/9602/iune_heraldry_ver01/sn92053934/1909/04/19/ed-1/seq-1/0?user_id=6",NA,"9602_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","9604_0","The Salt Lake herald-Republican (Salt Lake City,...)","Utah",1909-11-26,1909,11,26,"seq-1","ed-1",1,11761,9604,0,"sn85058140","https://articleextractor.org/pages/9604/uuml_seven_ver01/sn85058140/1909/11/26/ed-1/seq-1/0?user_id=6",NA,"9604_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","9609_0","The Kadoka press (Kadoka, S.D.)","South Dakota",1910-06-10,1910,6,10,"seq-6","ed-1",1,10579,9609,0,"sn88063157","https://articleextractor.org/pages/9609/sdhi_honeydew_ver01/sn88063157/1910/06/10/ed-1/seq-6/0?user_id=6",NA,"9609_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","9610_0","The daily worker (Chicago, Ill.)","Illinois",1931-04-20,1931,4,20,"seq-2","ed-1",1,3847,9610,0,"sn84020097","https://articleextractor.org/pages/9610/iune_fluorite_ver01/sn84020097/1931/04/20/ed-1/seq-2/0?user_id=6",NA,"9610_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","9613_0",NA,"Maryland",1910-04-14,1910,4,14,"seq-5","ed-1",1,5221,9613,0,"sn88065731","https://articleextractor.org/pages/9613/mdu_jacobsen_ver01/sn88065731/1910/04/14/ed-1/seq-5/0?user_id=6",NA,"9613_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","9615_0",NA,"Maryland",1931-12-11,1931,12,11,"seq-4","ed-1",1,5143,9615,0,"sn89060136","https://articleextractor.org/pages/9615/mdu_cumberland_ver01/sn89060136/1931/12/11/ed-1/seq-4/0?user_id=6",NA,"9615_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","9616_0","Tonopah daily bonanza (Tonopah, Nev.)","Nevada",1910-03-22,1910,3,22,"seq-3","ed-1",1,9211,9616,0,"sn86076142","https://articleextractor.org/pages/9616/nvln_aurora_ver02/sn86076142/1910/03/22/ed-1/seq-3/0?user_id=6",NA,"9616_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","9617_0","The Hartford herald (Hartford, Ky.)","Kentucky",1913-10-08,1913,10,8,"seq-3","ed-1",1,4821,9617,0,"sn84037890","https://articleextractor.org/pages/9617/kyu_fernico_ver01/sn84037890/1913/10/08/ed-1/seq-3/0?user_id=6",NA,"9617_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","9618_0","Alexandria gazette (Alexandria, D.C...)","District of Columbia",1913-06-20,1913,6,20,"seq-5","ed-1",1,12029,9618,0,"sn85025007","https://articleextractor.org/pages/9618/vi_isogawa_ver01/sn85025007/1913/06/20/ed-1/seq-5/0?user_id=6",NA,"9618_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","9620_0",NA,"Mississippi",1913-05-17,1913,5,17,"seq-5","ed-1",1,7054,9620,0,"sn87065167","https://articleextractor.org/pages/9620/msar_hemp_ver01/sn87065167/1913/05/17/ed-1/seq-5/0?user_id=6",NA,"9620_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","9622_0",NA,"South Dakota",1910-07-21,1910,7,21,"seq-2","ed-1",1,10623,9622,0,"sn98062890","https://articleextractor.org/pages/9622/sdhi_interceptor_ver01/sn98062890/1910/07/21/ed-1/seq-2/0?user_id=6",NA,"9622_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","9624_0",NA,"Mississippi",1912-03-22,1912,3,22,"seq-1","ed-1",1,7053,9624,0,"sn87065167","https://articleextractor.org/pages/9624/msar_hemp_ver01/sn87065167/1912/03/22/ed-1/seq-1/0?user_id=6",NA,"9624_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","9625_0","Santa Fe new Mexican (Santa Fe, N.M.)","New Mexico",1912-08-01,1912,8,1,"seq-6","ed-1",1,9052,9625,0,"sn84020630","https://articleextractor.org/pages/9625/nmu_irving_ver01/sn84020630/1912/08/01/ed-1/seq-6/0?user_id=6",NA,"9625_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
