"","index","file_name","article_title","date","year","newspaper_name","newspaper_city","newspaper_state","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath","url","black_press","month","day","page","edition","mod_id","file_id","article_id","sn","black"
"72",88,"bp92","One Of '10 Most Wanted': Lynch Rumors Discounted, Eddie Diggs Still Sought Incomplete Source",1955-03-19,1955,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Rumors that Norfolk's James Eddie Diggs had been killed and buried in an unmarked grave ""somewhere in North Carolina"" were being discounted this week by FBI reports that the man is very much alive--as far is could be determined--and is still among the bureau's 'ten most wanted' men.",568346865,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=C1&amp;date=1955-03-19&amp;atitle=One+Of+%2710+Most+Wanted%27&amp;au=&amp;id=doi:","C1","black_press/bp92.txt","https://www.proquest.com/historical-newspapers/one-10-most-wanted/docview/568346865/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",89,"bp93","It's A Lynching,' Says Ga. Judge: 'Slashed, Gutted Like An Animal'",1957-03-30,1957,"New York Amsterdam News (1943-1961)","New_York","New_York","ProQuest Historical Newspapers: New York Amsterdam News","HAWKINSVILLE Ga.--""It's a lynching.""",225571790,"Special to the Amsterdam News","front_page",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281943-1961%29&amp;spage=1&amp;date=1957-03-30&amp;atitle=%27It%27s+A+Lynching%2C%27+Says+Ga.+Judge&amp;au=Special+to+the+Amsterdam+News&amp;id=doi:","1","black_press/bp93.txt","https://www.proquest.com/historical-newspapers/lynching-says-ga-judge/docview/225571790/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",90,"bp94","Letter to the Editor 1 -- No Title",1957-11-16,1957,"Philadelphia Tribune (1912-)","Philadelphia","Pennsylvania","ProQuest Historical Newspapers: Philadelphia Tribune",NA,532293993,"ROBINSON, EDWARD, Jr","letter_to_editor","0746-956X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=4&amp;date=1957-11-16&amp;atitle=Letter+to+the+Editor+1+--+No+Title&amp;au=ROBINSON%2C+EDWARD%2C+Jr&amp;id=doi:","4","black_press/bp94.txt","https://www.proquest.com/historical-newspapers/letter-editor-1-no-title/docview/532293993/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",91,"bp95","17-Year-Old Boy Lynched by Mob in Alabama: Another Till Case Alabama Boy, 17, Taken From Home By Mob, Lynched!",1957-11-09,1957,"Pittsburgh Courier (1955-1966)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","BURKVILLE, Ala.--Rogers Hamilton, 17, was lynched here. He made the mistake of getting interested in the ""wrong"" colored girl.",202354194,NA,"front_page",NA,"1","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Pittsburgh+Courier+%281955-1966%29&amp;spage=1&amp;date=1957-11-09&amp;atitle=17-Year-Old+Boy+Lynched+by+Mob+in+Alabama&amp;au=&amp;id=doi:","1","black_press/bp95.txt","https://www.proquest.com/historical-newspapers/17-year-old-boy-lynched-mob-alabama/docview/202354194/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",92,"bp96","Recall Most Sadistic Murders: It Was A 'Big Day' For Souvenir Hunters Installment VII",1959-08-03,1959,"Daily Defender (Daily Edition) (1956-1960)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","Sadism at its sickening peak was introduced into the double lynching of Luther Holbert and his wife of Doddsville Mississippi, back in 1904. Nothing in the record indicates why, but Holbert, became embroiled in a fight with a white planter, James Eastland. In the scuffle, Eastland and a Negro John Carr, were killed.",493753565,"Palmer, L F, Jr","article","2572-5289","9","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725289&amp;volume=&amp;issue=&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;spage=9&amp;date=1959-08-03&amp;atitle=Recall+Most+Sadistic+Murders&amp;au=Palmer%2C+L+F%2C+Jr&amp;id=doi:","9","black_press/bp96.txt","https://www.proquest.com/historical-newspapers/recall-most-sadistic-murders/docview/493753565/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",93,"bp97","Clip, Sign This and Mail It To Your Congressman",1959-06-08,1959,"Daily Defender (Daily Edition) (1956-1960)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender",NA,493743655,NA,"other","2572-5289","3","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725289&amp;volume=&amp;issue=&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;spage=3&amp;date=1959-06-08&amp;atitle=Other+2+--+No+Title&amp;au=&amp;id=doi:","3","black_press/bp97.txt","https://www.proquest.com/historical-newspapers/other-2-no-title/docview/493743655/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",94,"bp99","Mr. 1.2-5 Street",1972-12-30,1972,"New York Amsterdam News (1962-)","New_York","New_York","ProQuest Historical Newspapers: New York Amsterdam News","Rewviewing 1972.",226582767,"Matthews, Les","article",NA,"B8","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281962-%29&amp;spage=B8&amp;date=1972-12-30&amp;atitle=Mr.+1.2-5+Street&amp;au=Matthews%2C+Les&amp;id=doi:","B8","black_press/bp99.txt","https://www.proquest.com/historical-newspapers/mr-1-2-5-street/docview/226582767/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",95,"bp100","Certain Unalienable Rights: The Black Press And The First Amendment",1977-03-19,1977,"Call and Post (1962-1982)","Cleveland","Ohio","ProQuest Historical Newspapers: Cleveland Call and Post","In a nation that has been nurtured on the idea of the press as an independent force within our society, serving the public freely and without favor, there is reason to question whether this institution, which is...",184558951,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Call+and+Post+%281962-1982%29&amp;spage=12B&amp;date=1977-03-19&amp;atitle=Certain+Unalienable+Rights&amp;au=&amp;id=doi:","12B","black_press/bp100.txt","https://www.proquest.com/historical-newspapers/certain-unalienable-rights/docview/184558951/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",96,"bp102","MINORITY REPORT: MILLIONS OF BLACKS ON 'JOHN BROWN'S LIST'",1994-03-24,1994,"Los Angeles Sentinel (1934-)","Los_Angeles","California","ProQuest Historical Newspapers: Los Angeles Sentinel","While millions of moviegoers applaud the prize-nominated ""Schindler's List,"" the world should remember at least two other men whose ""compassionate"" lists were much longer, whose deeds were more daring and whose sacrifices were more costly. These men are the fiery...",565652971,"Allsbrook, James E","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Los+Angeles+Sentinel+%281934-%29&amp;spage=A7&amp;date=1994-03-24&amp;atitle=MINORITY+REPORT&amp;au=Allsbrook%2C+James+E&amp;id=doi:","A7","black_press/bp102.txt","https://www.proquest.com/historical-newspapers/minority-report/docview/565652971/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",97,"bp103","Modern day lynchings affect Black economy",1998-07-07,1998,"Philadelphia Tribune (1912-)","Philadelphia","Pennsylvania","ProQuest Historical Newspapers: Philadelphia Tribune","A former U.S. Congressman named George H.",533261874,NA,"article","0746-956X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=2A&amp;date=1998-07-07&amp;atitle=Modern+day+lynchings+affect+Black+economy&amp;au=&amp;id=doi:","2A","black_press/bp103.txt","https://www.proquest.com/historical-newspapers/modern-day-lynchings-affect-black-economy/docview/533261874/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",98,"bp104","Kosovo puts U.S. hypocrisy on center stage",1999-06-01,1999,"Philadelphia Tribune (1912-)","Philadelphia","Pennsylvania","ProQuest Historical Newspapers: Philadelphia Tribune","The showering of sympathy and supplies on those Kosovo refugees sent into America resurrects sentiments expressed nearly 150 years ago by the legendary Frederick Douglass.",533318781,NA,"article","0746-956X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=2A&amp;date=1999-06-01&amp;atitle=Kosovo+puts+U.S.+hypocrisy+on+center+stage&amp;au=&amp;id=doi:","2A","black_press/bp104.txt","https://www.proquest.com/historical-newspapers/kosovo-puts-u-s-hypocrisy-on-center-stage/docview/533318781/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",99,"bp105","Segregation revisited in new PBS documentary: 'The Rise and Fall of Jim Crow' offers a glimpse into the not-so-distant past",2002-10-19,2002,"New Pittsburgh Courier (1981-)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","When most people think of Jim Crow, they think of the Ku Klux Klan, lynching and the demeaning ""no colored allowed"" signs that were plastered across America.",201826373,"Marcus, Earl","review","1047-806X","6","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=1047806X&amp;volume=&amp;issue=&amp;title=New+Pittsburgh+Courier+%281981-%29&amp;spage=6&amp;date=2002-10-19&amp;atitle=Segregation+revisited+in+new+PBS+documentary&amp;au=Marcus%2C+Earl&amp;id=doi:","6","black_press/bp105.txt","https://www.proquest.com/historical-newspapers/segregation-revisited-new-pbs-documentary/docview/201826373/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",100,"bp106","OUR HERITAGE: Ida B. Wells and the Crusade Against Lynching: PART ONE",1999-05-20,1999,"Los Angeles Sentinel (1934-)","Los_Angeles","California","ProQuest Historical Newspapers: Los Angeles Sentinel","Lynching is defined as mob execution, usually by hanging, without the benefit of trial and often accompanied with torture and body mutilation. The usual scenario included a mob of up to 5,000 white men attacking a single, defenseless black man and executing him for a crime he was never convicted of or even charged with in most cases. Lynching is considered one of the most horrific chapters in...",565771701,"DR LEROY VAUGHN Sentinel Contributing Writer","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Los+Angeles+Sentinel+%281934-%29&amp;spage=A5&amp;date=1999-05-20&amp;atitle=OUR+HERITAGE%3A+Ida+B.+Wells+and+the+Crusade+Against+Lynching&amp;au=DR+LEROY+VAUGHN+Sentinel+Contributing+Writer&amp;id=doi:","A5","black_press/bp106.txt","https://www.proquest.com/historical-newspapers/our-heritage-ida-b-wells-crusade-against-lynching/docview/565771701/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",101,"bp107","OP-ED: PAST AND PRESENT, LVYNCHINGS CONTINUE IN THE U.S.",1991-06-14,1991,"Philadelphia Tribune (1912-)","Philadelphia","Pennsylvania","ProQuest Historical Newspapers: Philadelphia Tribune","The year was 1893, the 9th day of October, the place Ninety Six, South Carolina, from the New York Herald Tribulle the T alrticle read: ""S.C. Lynchers Slay Negro; One Tells Of Police Help, a coroner's jury ordered four men held late today on a charge of murdering Bennie Thompson, youthful Negro who was taken...",533038676,"Clement, Norman","article","0746-956X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=7A&amp;date=1991-06-14&amp;atitle=OP-ED&amp;au=Clement%2C+Norman&amp;id=doi:","7A","black_press/bp107.txt","https://www.proquest.com/historical-newspapers/op-ed/docview/533038676/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",102,"bp108","The NAACP's Formula For Survival",1989-09-30,1989,"New Pittsburgh Courier (1981-)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","The National Association for the Advancement of Colored People was born under a mean cloud of urgency. Lynchings were common in the early 1900s -- hundreds of African-Americans were being killed annually by Southern mobs. And that's not counting the scores of men, women and children killed in anti-Black race riots.",201774645,NA,"editorial_article","1047-806X","4","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=1047806X&amp;volume=&amp;issue=&amp;title=New+Pittsburgh+Courier+%281981-%29&amp;spage=4&amp;date=1989-09-30&amp;atitle=The+NAACP%27s+Formula+For+Survival&amp;au=&amp;id=doi:","4","black_press/bp108.txt","https://www.proquest.com/historical-newspapers/naacps-formula-survival/docview/201774645/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",103,"bp109","A MINORITY VIEW: BOOTSTRAP CRIME PROTECTION",1988-05-26,1988,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  Here's columnist Carl Rowan's thinking on crime and terrorism sweeping black neighborhoods: ""It seems incredible that black people, so long the victims of mob rule and lynch parites, would be now applauding anti-drug patrols...",491673878,"Williams, Walter E","article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=4&amp;date=1988-05-26&amp;atitle=A+MINORITY+VIEW&amp;au=Williams%2C+Walter+E&amp;id=doi:","4","black_press/bp109.txt","https://www.proquest.com/historical-newspapers/minority-view/docview/491673878/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",104,"bp110","Bootstrap crime protection",1988-05-26,1988,"Call and Post (1982-)","Cleveland","Ohio","ProQuest Historical Newspapers: Cleveland Call and Post","Here's columnist Carl Rowan's thinking on crime and terrorism sweeping Black neighborhoods: ""It seems incredible that Black people, so long the victims of mob rule and lynch parties, would be now applauding anti-drug patrols that can only be described as self...",184603145,"Williams, Walter","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Call+and+Post+%281982-%29&amp;spage=8A&amp;date=1988-05-26&amp;atitle=Bootstrap+crime+protection&amp;au=Williams%2C+Walter&amp;id=doi:","8A","black_press/bp110.txt","https://www.proquest.com/historical-newspapers/bootstrap-crime-protection/docview/184603145/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",105,"bp111","Letters to the Editor: Stand united in face of racist attacks",1987-01-07,1987,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","1936 the State of Georgia--1986 the State of New York. Different times and different places, but the same scenario. In the 1930s before and after, the state of Georgia was a leading state for mob lynching in the United States.",569428675,"Watson, L P","letter_to_editor",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=4&amp;date=1987-01-07&amp;atitle=Letters+to+the+Editor&amp;au=Watson%2C+L+P&amp;id=doi:","4","black_press/bp111.txt","https://www.proquest.com/historical-newspapers/letters-editor/docview/569428675/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",106,"bp112","The sound of silence",1987-01-03,1987,"New York Amsterdam News (1962-)","New_York","New_York","ProQuest Historical Newspapers: New York Amsterdam News","The deafening silence of so-called ""White Liberal Friends"" of Black people, who remain perfidiously mute on the recent mob lynching, madness, and cover-up in Howard Beach, Queens, sounds the tocsin for Black folk everywhere, and constitutes a grave warning. The message is clear: In a...",226390169,"SYLVESTER LEAKS","article",NA,"13","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+York+Amsterdam+News+%281962-%29&amp;spage=13&amp;date=1987-01-03&amp;atitle=The+sound+of+silence&amp;au=SYLVESTER+LEAKS&amp;id=doi:","13","black_press/bp112.txt","https://www.proquest.com/historical-newspapers/sound-silence/docview/226390169/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",107,"bp113","Capital Punishment: Legal Lynching",1982-03-06,1982,"New Pittsburgh Courier (1981-)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","One of the South's oldest and most popular methods for dealing with the ""Negro Problem"" was lynching. Over 3,500 Black men and women were hung, burned at the stake, and sexually mutilated between 1882 and 1927. With the Great Depression, however, the racist brutalities...",201760191,"Manning Marable","article","1047-806X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=1047806X&amp;volume=&amp;issue=&amp;title=New+Pittsburgh+Courier+%281981-%29&amp;spage=A6&amp;date=1982-03-06&amp;atitle=Capital+Punishment%3A+Legal+Lynching&amp;au=Manning+Marable&amp;id=doi:","A6","black_press/bp113.txt","https://www.proquest.com/historical-newspapers/capital-punishment-legal-lynching/docview/201760191/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",108,"bp114","Communist Nonsense",1977-09-03,1977,"New Pittsburgh Courier (1966-1981)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","I thought the days were over when Negro leaders would be branded as Communist for taking a stand on Civil Rights. I know the days when Blacks were called Communist if they were against lynchings, injustice, and segregation. This was true up to say, 1940. Pre-1940 Negroes were supposed to love segregation and lynching based on the fact that they were never expected to complain. If they did, they...",202612766,"Mays, Benjamin","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Pittsburgh+Courier+%281966-1981%29&amp;spage=6&amp;date=1977-09-03&amp;atitle=Communist+Nonsense&amp;au=Mays%2C+Benjamin&amp;id=doi:","6","black_press/bp114.txt","https://www.proquest.com/historical-newspapers/communist-nonsense/docview/202612766/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",109,"bp115","Neighborhood Kids Watch 'Sugar Ray'",1977-04-02,1977,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","The ""fight mob"" that hangs around the gym where Sugar Ray Leonard trains can best be described as the Sesame Street Gang.",569303684,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=17&amp;date=1977-04-02&amp;atitle=Neighborhood+Kids+Watch+%27Sugar+Ray%27&amp;au=&amp;id=doi:","17","black_press/bp115.txt","https://www.proquest.com/historical-newspapers/neighborhood-kids-watch-sugar-ray/docview/569303684/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",110,"bp116","Pretty Young Mother Slain, Jealous Husband Is Accused: Blast Nixon Over Voting Rights Act",1969-12-16,1969,"Philadelphia Tribune (1912-)","Philadelphia","Pennsylvania","ProQuest Historical Newspapers: Philadelphia Tribune","President Richard Nixon is trying to ""lynch the Negro at the polls,"" a prominent NAACP official exclaimed Saturday in response to the President's success-...",532559301,NA,"front_page","0746-956X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=1&amp;date=1969-12-16&amp;atitle=Pretty+Young+Mother+Slain%2C+Jealous+Husband+Is+Accused&amp;au=&amp;id=doi:","1","black_press/bp116.txt","https://www.proquest.com/historical-newspapers/pretty-young-mother-slain-jealous-husband-is/docview/532559301/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",111,"bp117","MY VIEW: MIXED MARRIAGES IN U.S.A.",1968-08-17,1968,"New Pittsburgh Courier (1966-1981)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","There was a time when America went to great lengths pretending to protect the ""purity"" of the white race and to protect the womanhood of white women. Thirty or more states have laws on their books prohibiting Negroes and white people from intermarrying. Many Negroes were lynched under the guise...",202550224,"Mays, Benjamin","editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Pittsburgh+Courier+%281966-1981%29&amp;spage=6&amp;date=1968-08-17&amp;atitle=MY+VIEW&amp;au=Mays%2C+Benjamin&amp;id=doi:","6","black_press/bp117.txt","https://www.proquest.com/historical-newspapers/my-view/docview/202550224/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",112,"bp118","Firearms Laws",1968-06-26,1968,"Chicago Daily Defender (Daily Edition) (1960-1973)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","There is no need pretending that America is just now turning to violent spasms. History does not support this emotional assessment. America has always been a land of violence. We love it. We love to fight and kill. The frontier days made the gun manly. For years, lynching of Negroes was looked upon as a traditional Southern ritual that even the North was inclined to respect and even imitate.",494365890,NA,"editorial_article","2572-5297","17","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725297&amp;volume=&amp;issue=&amp;title=Chicago+Daily+Defender+%28Daily+Edition%29+%281960-1973%29&amp;spage=17&amp;date=1968-06-26&amp;atitle=Firearms+Laws&amp;au=&amp;id=doi:","17","black_press/bp118.txt","https://www.proquest.com/historical-newspapers/firearms-laws/docview/494365890/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",113,"bp119","EDITORIALS Land Of Violence",1968-06-22,1968,"New Pittsburgh Courier (1966-1981)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","There is no need pretending that America is just now turning to violent spasms. support this emotional America has always been a land of violence. We love it. We love of fight and kill. The frontier days made the gun mainly. For years, lynching Negro was looked...",202473089,NA,"editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Pittsburgh+Courier+%281966-1981%29&amp;spage=6&amp;date=1968-06-22&amp;atitle=EDITORIALS+Land+Of+Violence&amp;au=&amp;id=doi:","6","black_press/bp119.txt","https://www.proquest.com/historical-newspapers/editorials-land-violence/docview/202473089/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",114,"bp120","Land Of Violence",1968-06-10,1968,"Chicago Daily Defender (Daily Edition) (1960-1973)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","There is no need pretending that America is just now turning to violent spasms. History does not support this emotional assessment. America has always been a land of violence. We love it. We love to eight and kill. The frontier days made the gun manly. For years, lynching of Negroes was looked upon as a traditional Southern ritual that even the North was inclined to respect and imitate.",494371887,NA,"editorial_article","2572-5297","13","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725297&amp;volume=&amp;issue=&amp;title=Chicago+Daily+Defender+%28Daily+Edition%29+%281960-1973%29&amp;spage=13&amp;date=1968-06-10&amp;atitle=Land+Of+Violence&amp;au=&amp;id=doi:","13","black_press/bp120.txt","https://www.proquest.com/historical-newspapers/land-violence/docview/494371887/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",115,"bp121","THE NEGRO IN CLEVELAND POLITICAL LIFE: NEGRO POLITICAL LIFE BEGINS",1966-10-01,1966,"Call and Post (1962-1982)","Cleveland","Ohio","ProQuest Historical Newspapers: Cleveland Call and Post","It was during this same period that the lynching of a Negro, ""Click"" Mitchell, took place at Urbana, Ohio. Smith contended that Mitchell was innocent of the alleged crime of assault to kill and rape that led to his lynching and called upon Governor Bushnell to sponsor an impartial investigation of the brutal act.",184416089,NA,"editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Call+and+Post+%281962-1982%29&amp;spage=9B&amp;date=1966-10-01&amp;atitle=THE+NEGRO+IN+CLEVELAND+POLITICAL+LIFE&amp;au=&amp;id=doi:","9B","black_press/bp121.txt","https://www.proquest.com/historical-newspapers/negro-cleveland-political-life/docview/184416089/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",116,"bp122","Judge Frees 2 Ex-Cops Fingered In Lynching",1966-09-26,1966,"Chicago Daily Defender (Daily Edition) (1960-1973)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","NEWBERRY, S.C. (UPI) -- Two former policemen charged with second degree lynching of a young Negro prisoner were acquitted on a directed verdict by Circuit Judge John Grimball.",494242086,NA,"article","2572-5297","6","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725297&amp;volume=&amp;issue=&amp;title=Chicago+Daily+Defender+%28Daily+Edition%29+%281960-1973%29&amp;spage=6&amp;date=1966-09-26&amp;atitle=Judge+Frees+2+Ex-Cops+Fingered+In+Lynching&amp;au=&amp;id=doi:","6","black_press/bp122.txt","https://www.proquest.com/historical-newspapers/judge-frees-2-ex-cops-fingered-lynching/docview/494242086/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",117,"bp123","MY VIEW: IS IT ALABAMA NOW THAT IS THE WORST?",1966-05-21,1966,"Pittsburgh Courier (1955-1966)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","If grewup in South Carolina. On the race questions all southern states had a bad record. Lynching was prevalent in those days. Negroes could be 1ynched for nothing. His life was just about as sacred as that of a rabbit. All southern schools were poor but Negro schools were wretched. The school in my community ran from sometime in November through February.",202624024,"Mays, Benjamin","editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Pittsburgh+Courier+%281955-1966%29&amp;spage=8B&amp;date=1966-05-21&amp;atitle=MY+VIEW&amp;au=Mays%2C+Benjamin&amp;id=doi:","8B","black_press/bp123.txt","https://www.proquest.com/historical-newspapers/my-view/docview/202624024/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",118,"bp124","My Predictions Come True, Writer Contends",1965-05-22,1965,"Pittsburgh Courier (1955-1966)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","For many decades now, in fact since Emancipation, white men who killed Negroes were seldom, if ever, punished. Thousands of Negroes have been lynched in this country and not one murderer was convicted for having nerved Negroes.",202464991,"Mays, Ben E","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Pittsburgh+Courier+%281955-1966%29&amp;spage=10&amp;date=1965-05-22&amp;atitle=My+Predictions+Come+True%2C+Writer+Contends&amp;au=Mays%2C+Ben+E&amp;id=doi:","10","black_press/bp124.txt","https://www.proquest.com/historical-newspapers/my-predictions-come-true-writer-contends/docview/202464991/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
