Sasha_Mohamed,reviewed_by_te,newspaper_name,year,lynching,attempted_y_n,lynching_state,lynching_city,date,similar_coverage_y_n,month,day,page,edition,mod_id,newspaper_state,file_id2.x,num_annotations,file_id2.y,newspaper_city,state,url.y,article_id,sn,url_fixed,date2,url_final
NA,NA,"Gallipolis journal (Gallipolis, Ohi...)",1850,NA,NA,NA,NA,1850/08/08,NA,8,8,seq-2,ed-1,1,Ohio,16960_0,NA,NA,NA,NA,NA,0,sn85038121,https://articleextractor.org/pages/16960/ohi_edgar_ver01/sn85038121,1850-08-08,https://articleextractor.org/pages/16960/ohi_edgar_ver01/sn85038121/1850/08/08/ed-1/seq-2/0?user_id=6
NA,NA,"The Charlotte journal (Charlotte, N.C.)",1850,NA,NA,NA,NA,1850/08/08,NA,8,8,seq-2,ed-1,2,North Carolina,91170_0,NA,NA,NA,NA,NA,0,sn84020716,https://articleextractor.org/pages/91170/ncu_chestnut_ver01/sn84020716,1850-08-08,https://articleextractor.org/pages/91170/ncu_chestnut_ver01/sn84020716/1850/08/08/ed-1/seq-2/0?user_id=6
NA,NA,"The Charlotte journal (Charlotte, N.C.)",1850,NA,NA,NA,NA,1850/08/08,NA,8,8,seq-2,ed-1,2,North Carolina,91170_1,NA,NA,NA,NA,NA,1,sn84020716,https://articleextractor.org/pages/91170/ncu_chestnut_ver01/sn84020716,1850-08-08,https://articleextractor.org/pages/91170/ncu_chestnut_ver01/sn84020716/1850/08/08/ed-1/seq-2/0?user_id=6
NA,NA,"Republican vindicator (Staunton, Va.)",1850,NA,NA,NA,NA,1850/09/02,NA,9,2,seq-2,ed-1,1,Virginia,17040_0,NA,NA,NA,NA,NA,0,sn84024652,https://articleextractor.org/pages/17040/vi_klepper_ver02/sn84024652,1850-09-02,https://articleextractor.org/pages/17040/vi_klepper_ver02/sn84024652/1850/09/02/ed-1/seq-2/0?user_id=6
NA,NA,The southern press (Washington [D.C...),1850,NA,NA,NA,NA,1850/10/04,NA,10,4,seq-3,ed-1,1,District of Columbia,16961_0,NA,NA,NA,NA,NA,0,sn82014764,https://articleextractor.org/pages/16961/dlc_elf_ver03/sn82014764,1850-10-04,https://articleextractor.org/pages/16961/dlc_elf_ver03/sn82014764/1850/10/04/ed-1/seq-3/0?user_id=6
NA,NA,"The Portsmouth inquirer (Portsmouth, O. ...)",1850,NA,NA,NA,NA,1850/11/11,NA,11,11,seq-3,ed-1,1,Ohio,14217_0,NA,NA,NA,NA,NA,0,sn85026203,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203,1850-11-11,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203/1850/11/11/ed-1/seq-3/0?user_id=6
NA,NA,The southern press (Washington [D.C...),1850,NA,NA,NA,NA,1850/11/20,NA,11,20,seq-2,ed-1,1,District of Columbia,16962_0,NA,NA,NA,NA,NA,0,sn82014764,https://articleextractor.org/pages/16962/dlc_elf_ver03/sn82014764,1850-11-20,https://articleextractor.org/pages/16962/dlc_elf_ver03/sn82014764/1850/11/20/ed-1/seq-2/0?user_id=6
NA,NA,"Fremont weekly freeman (Fremont, Sandus...)",1850,NA,NA,NA,NA,1850/12/07,NA,12,7,seq-2,ed-1,1,Ohio,16963_0,NA,NA,NA,NA,NA,0,sn85026051,https://articleextractor.org/pages/16963/ohi_ingstad_ver01/sn85026051,1850-12-07,https://articleextractor.org/pages/16963/ohi_ingstad_ver01/sn85026051/1850/12/07/ed-1/seq-2/0?user_id=6
NA,NA,"The daily crescent ([New Orleans, L...)",1851,NA,NA,NA,NA,1851/02/06,NA,2,6,seq-1,ed-1,1,Louisiana,16964_0,NA,NA,NA,NA,NA,0,sn82015378,https://articleextractor.org/pages/16964/lu_diglett_ver01/sn82015378,1851-02-06,https://articleextractor.org/pages/16964/lu_diglett_ver01/sn82015378/1851/02/06/ed-1/seq-1/0?user_id=6
NA,NA,"The Texas Republican (Marshall, Tex.)",1851,NA,NA,NA,NA,1851/02/08,NA,2,8,seq-2,ed-1,1,Texas,16965_0,NA,NA,NA,NA,NA,0,sn83025730,https://articleextractor.org/pages/16965/txdn_eastland_ver01/sn83025730,1851-02-08,https://articleextractor.org/pages/16965/txdn_eastland_ver01/sn83025730/1851/02/08/ed-1/seq-2/0?user_id=6
NA,NA,"Flag of the Union (Jackson, Miss.)",1851,NA,NA,NA,NA,1851/02/28,NA,2,28,seq-2,ed-1,1,Mississippi,16966_0,NA,NA,NA,NA,NA,0,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794,1851-02-28,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/0?user_id=6
NA,NA,"Flag of the Union (Jackson, Miss.)",1851,NA,NA,NA,NA,1851/02/28,NA,2,28,seq-2,ed-1,1,Mississippi,16966_1,NA,NA,NA,NA,NA,1,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794,1851-02-28,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/0?user_id=6
NA,NA,"Flag of the Union (Jackson, Miss.)",1851,NA,NA,NA,NA,1851/02/28,NA,2,28,seq-2,ed-1,1,Mississippi,16966_2,NA,NA,NA,NA,NA,2,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794,1851-02-28,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/0?user_id=6
NA,NA,"Flag of the Union (Jackson, Miss.)",1851,NA,NA,NA,NA,1851/02/28,NA,2,28,seq-2,ed-1,1,Mississippi,16966_3,NA,NA,NA,NA,NA,3,sn83016794,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794,1851-02-28,https://articleextractor.org/pages/16966/msar_lightningbolt_ver03/sn83016794/1851/02/28/ed-1/seq-2/0?user_id=6
NA,NA,"Portage sentinel (Ravenna, Ohio)",1851,NA,NA,NA,NA,1851/03/10,NA,3,10,seq-1,ed-1,2,Ohio,87558_0,NA,NA,NA,NA,NA,0,sn83035101,https://articleextractor.org/pages/87558/ohi_gann_ver01/sn83035101,1851-03-10,https://articleextractor.org/pages/87558/ohi_gann_ver01/sn83035101/1851/03/10/ed-1/seq-1/0?user_id=6
NA,NA,"The spirit of democracy (Woodsfield, Ohi...)",1851,NA,NA,NA,NA,1851/03/12,NA,3,12,seq-1,ed-1,2,Ohio,87559_0,NA,NA,NA,NA,NA,0,sn85038115,https://articleextractor.org/pages/87559/ohi_byrd_ver01/sn85038115,1851-03-12,https://articleextractor.org/pages/87559/ohi_byrd_ver01/sn85038115/1851/03/12/ed-1/seq-1/0?user_id=6
NA,NA,"The spirit of democracy (Woodsfield, Ohi...)",1851,NA,NA,NA,NA,1851/03/12,NA,3,12,seq-1,ed-1,2,Ohio,87559_1,NA,NA,NA,NA,NA,1,sn85038115,https://articleextractor.org/pages/87559/ohi_byrd_ver01/sn85038115,1851-03-12,https://articleextractor.org/pages/87559/ohi_byrd_ver01/sn85038115/1851/03/12/ed-1/seq-1/0?user_id=6
NA,NA,The southern press (Washington [D.C...),1851,NA,NA,NA,NA,1851/03/31,NA,3,31,seq-3,ed-1,1,District of Columbia,16968_0,NA,NA,NA,NA,NA,0,sn82014764,https://articleextractor.org/pages/16968/dlc_elf_ver03/sn82014764,1851-03-31,https://articleextractor.org/pages/16968/dlc_elf_ver03/sn82014764/1851/03/31/ed-1/seq-3/0?user_id=6
NA,NA,The southern press (Washington [D.C...),1851,NA,NA,NA,NA,1851/04/08,NA,4,8,seq-3,ed-1,1,District of Columbia,16969_0,NA,NA,NA,NA,NA,0,sn82014764,https://articleextractor.org/pages/16969/dlc_elf_ver03/sn82014764,1851-04-08,https://articleextractor.org/pages/16969/dlc_elf_ver03/sn82014764/1851/04/08/ed-1/seq-3/0?user_id=6
NA,NA,"The Cadiz sentinel (Cadiz, Ohio)",1851,NA,NA,NA,NA,1851/04/09,NA,4,9,seq-2,ed-1,1,Ohio,16972_0,NA,NA,NA,NA,NA,0,sn84028793,https://articleextractor.org/pages/16972/ohi_julian_ver02/sn84028793,1851-04-09,https://articleextractor.org/pages/16972/ohi_julian_ver02/sn84028793/1851/04/09/ed-1/seq-2/0?user_id=6
NA,NA,"The Evansville daily journal (Evansville, Ia....)",1851,NA,NA,NA,NA,1851/04/10,NA,4,10,seq-2,ed-1,1,Indiana,16974_0,NA,NA,NA,NA,NA,0,sn82015672,https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672,1851-04-10,https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672/1851/04/10/ed-1/seq-2/0?user_id=6
NA,NA,"The Evansville daily journal (Evansville, Ia....)",1851,NA,NA,NA,NA,1851/04/10,NA,4,10,seq-2,ed-1,1,Indiana,16974_1,NA,NA,NA,NA,NA,1,sn82015672,https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672,1851-04-10,https://articleextractor.org/pages/16974/in_harrison_ver01/sn82015672/1851/04/10/ed-1/seq-2/0?user_id=6
NA,NA,The New York herald (New York [N.Y.]),1851,NA,NA,NA,NA,1851/04/10,NA,4,10,seq-4,ed-1,2,New York,87759_0,NA,NA,NA,NA,NA,0,sn83030313,https://articleextractor.org/pages/87759/dlc_laceflower_ver01/sn83030313,1851-04-10,https://articleextractor.org/pages/87759/dlc_laceflower_ver01/sn83030313/1851/04/10/ed-1/seq-4/0?user_id=6
NA,NA,The southern press (Washington [D.C...),1851,NA,NA,NA,NA,1851/04/11,NA,4,11,seq-2,ed-1,2,District of Columbia,87556_0,NA,NA,NA,NA,NA,0,sn82014764,https://articleextractor.org/pages/87556/dlc_elf_ver03/sn82014764,1851-04-11,https://articleextractor.org/pages/87556/dlc_elf_ver03/sn82014764/1851/04/11/ed-1/seq-2/0?user_id=6
NA,NA,Richmond daily times (Richmond [Va.]),1851,NA,NA,NA,NA,1851/04/12,NA,4,12,seq-1,ed-1,2,Virginia,87545_0,NA,NA,NA,NA,NA,0,sn84024692,https://articleextractor.org/pages/87545/vi_icelandic_ver01/sn84024692,1851-04-12,https://articleextractor.org/pages/87545/vi_icelandic_ver01/sn84024692/1851/04/12/ed-1/seq-1/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/04/18,NA,4,18,seq-2,ed-1,1,Iowa,16976_0,NA,NA,NA,NA,NA,0,sn86081965,https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965,1851-04-18,https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965/1851/04/18/ed-1/seq-2/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/04/18,NA,4,18,seq-2,ed-1,1,Iowa,16976_1,NA,NA,NA,NA,NA,1,sn86081965,https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965,1851-04-18,https://articleextractor.org/pages/16976/iahi_bellsprout_ver01/sn86081965/1851/04/18/ed-1/seq-2/0?user_id=6
NA,NA,"Alexandria gazette (Alexandria, D.C...)",1851,NA,NA,NA,NA,1851/04/21,NA,4,21,seq-2,ed-1,1,District of Columbia,16977_0,NA,NA,NA,NA,NA,0,sn85025007,https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007,1851-04-21,https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007/1851/04/21/ed-1/seq-2/0?user_id=6
NA,NA,"Alexandria gazette (Alexandria, D.C...)",1851,NA,NA,NA,NA,1851/04/21,NA,4,21,seq-2,ed-1,1,District of Columbia,16977_1,NA,NA,NA,NA,NA,1,sn85025007,https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007,1851-04-21,https://articleextractor.org/pages/16977/vi_crawdads_ver01/sn85025007/1851/04/21/ed-1/seq-2/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/04/23,NA,4,23,seq-2,ed-1,1,Indiana,16978_0,NA,NA,NA,NA,NA,0,sn87056240,https://articleextractor.org/pages/16978/in_fairmount_ver02/sn87056240,1851-04-23,https://articleextractor.org/pages/16978/in_fairmount_ver02/sn87056240/1851/04/23/ed-1/seq-2/0?user_id=6
NA,NA,"The spirit of democracy (Woodsfield, Ohi...)",1851,NA,NA,NA,NA,1851/04/23,NA,4,23,seq-3,ed-1,1,Ohio,16979_0,NA,NA,NA,NA,NA,0,sn85038115,https://articleextractor.org/pages/16979/ohi_byrd_ver01/sn85038115,1851-04-23,https://articleextractor.org/pages/16979/ohi_byrd_ver01/sn85038115/1851/04/23/ed-1/seq-3/0?user_id=6
NA,NA,Indiana State sentinel (Indianapolis),1851,NA,NA,NA,NA,1851/04/24,NA,4,24,seq-3,ed-1,1,Indiana,16929_0,NA,NA,NA,NA,NA,0,sn82015677,https://articleextractor.org/pages/16929/in_hoosier_ver01/sn82015677,1851-04-24,https://articleextractor.org/pages/16929/in_hoosier_ver01/sn82015677/1851/04/24/ed-1/seq-3/0?user_id=6
NA,NA,"The Minnesota pioneer (St. Paul, Minn....)",1851,NA,NA,NA,NA,1851/04/24,NA,4,24,seq-2,ed-1,1,Minnesota,16930_0,NA,NA,NA,NA,NA,0,sn83025241,https://articleextractor.org/pages/16930/mnhi_foxtrot_ver01/sn83025241,1851-04-24,https://articleextractor.org/pages/16930/mnhi_foxtrot_ver01/sn83025241/1851/04/24/ed-1/seq-2/0?user_id=6
NA,NA,Des Moines courier. ([Ottumwa] Iowa),1851,NA,NA,NA,NA,1851/04/25,NA,4,25,seq-3,ed-1,1,Iowa,14219_0,NA,NA,NA,NA,NA,0,sn86081965,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965,1851-04-25,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965/1851/04/25/ed-1/seq-3/0?user_id=6
NA,NA,"Alexandria gazette (Alexandria, D.C...)",1851,NA,NA,NA,NA,1851/04/30,NA,4,30,seq-3,ed-1,1,District of Columbia,16931_0,NA,NA,NA,NA,NA,0,sn85025007,https://articleextractor.org/pages/16931/vi_crawdads_ver01/sn85025007,1851-04-30,https://articleextractor.org/pages/16931/vi_crawdads_ver01/sn85025007/1851/04/30/ed-1/seq-3/0?user_id=6
NA,NA,"North Carolina standard (Raleigh, N.C.)",1851,NA,NA,NA,NA,1851/05/07,NA,5,7,seq-3,ed-1,1,North Carolina,17041_0,NA,NA,NA,NA,NA,0,sn84024517,https://articleextractor.org/pages/17041/ncu_broad_ver01/sn84024517,1851-05-07,https://articleextractor.org/pages/17041/ncu_broad_ver01/sn84024517/1851/05/07/ed-1/seq-3/0?user_id=6
NA,NA,"Weekly North Carolina standard (Raleigh, N.C.)",1851,NA,NA,NA,NA,1851/05/07,NA,5,7,seq-3,ed-1,2,North Carolina,18193_0,NA,NA,NA,NA,NA,0,sn84045030,https://articleextractor.org/pages/18193/ncu_alligator_ver01/sn84045030,1851-05-07,https://articleextractor.org/pages/18193/ncu_alligator_ver01/sn84045030/1851/05/07/ed-1/seq-3/0?user_id=6
NA,NA,"Spirit of the age (Raleigh, N.C.)",1851,NA,NA,NA,NA,1851/05/09,NA,5,9,seq-3,ed-1,1,North Carolina,17042_0,NA,NA,NA,NA,NA,0,sn84026561,https://articleextractor.org/pages/17042/ncu_black_ver02/sn84026561,1851-05-09,https://articleextractor.org/pages/17042/ncu_black_ver02/sn84026561/1851/05/09/ed-1/seq-3/0?user_id=6
NA,NA,The southern press (Washington [D.C...),1851,NA,NA,NA,NA,1851/05/09,NA,5,9,seq-2,ed-1,2,District of Columbia,87547_0,NA,NA,NA,NA,NA,0,sn82014764,https://articleextractor.org/pages/87547/dlc_elf_ver03/sn82014764,1851-05-09,https://articleextractor.org/pages/87547/dlc_elf_ver03/sn82014764/1851/05/09/ed-1/seq-2/0?user_id=6
NA,NA,"The Caledonian (St. Johnsbury, ...)",1851,NA,NA,NA,NA,1851/05/10,NA,5,10,seq-2,ed-1,1,Vermont,17045_0,NA,NA,NA,NA,NA,0,sn84023252,https://articleextractor.org/pages/17045/vtu_londonderry_ver01/sn84023252,1851-05-10,https://articleextractor.org/pages/17045/vtu_londonderry_ver01/sn84023252/1851/05/10/ed-1/seq-2/0?user_id=6
NA,NA,"North Carolina standard (Raleigh, N.C.)",1851,NA,NA,NA,NA,1851/05/10,NA,5,10,seq-3,ed-1,2,North Carolina,91178_0,NA,NA,NA,NA,NA,0,sn84024517,https://articleextractor.org/pages/91178/ncu_broad_ver01/sn84024517,1851-05-10,https://articleextractor.org/pages/91178/ncu_broad_ver01/sn84024517/1851/05/10/ed-1/seq-3/0?user_id=6
NA,NA,"The Portsmouth inquirer (Portsmouth, O. ...)",1851,NA,NA,NA,NA,1851/05/12,NA,5,12,seq-4,ed-1,1,Ohio,17044_0,NA,NA,NA,NA,NA,0,sn85026203,https://articleextractor.org/pages/17044/ohi_drake_ver01/sn85026203,1851-05-12,https://articleextractor.org/pages/17044/ohi_drake_ver01/sn85026203/1851/05/12/ed-1/seq-4/0?user_id=6
NA,NA,"Alexandria gazette (Alexandria, D.C...)",1851,NA,NA,NA,NA,1851/05/12,NA,5,12,seq-2,ed-1,1,District of Columbia,17046_0,NA,NA,NA,NA,NA,0,sn85025007,https://articleextractor.org/pages/17046/vi_crawdads_ver01/sn85025007,1851-05-12,https://articleextractor.org/pages/17046/vi_crawdads_ver01/sn85025007/1851/05/12/ed-1/seq-2/0?user_id=6
NA,NA,"Staunton spectator (Staunton, Va.)",1851,NA,NA,NA,NA,1851/05/14,NA,5,14,seq-2,ed-1,1,Virginia,14221_0,NA,NA,NA,NA,NA,0,sn84024718,https://articleextractor.org/pages/14221/vi_kernals_ver02/sn84024718,1851-05-14,https://articleextractor.org/pages/14221/vi_kernals_ver02/sn84024718/1851/05/14/ed-1/seq-2/0?user_id=6
NA,NA,Indiana State sentinel (Indianapolis),1851,NA,NA,NA,NA,1851/05/15,NA,5,15,seq-3,ed-1,1,Indiana,17047_0,NA,NA,NA,NA,NA,0,sn82015677,https://articleextractor.org/pages/17047/in_hoosier_ver01/sn82015677,1851-05-15,https://articleextractor.org/pages/17047/in_hoosier_ver01/sn82015677/1851/05/15/ed-1/seq-3/0?user_id=6
NA,NA,"Gallipolis journal (Gallipolis, Ohi...)",1851,NA,NA,NA,NA,1851/05/15,NA,5,15,seq-2,ed-1,1,Ohio,17462_0,NA,NA,NA,NA,NA,0,sn85038121,https://articleextractor.org/pages/17462/ohi_edgar_ver01/sn85038121,1851-05-15,https://articleextractor.org/pages/17462/ohi_edgar_ver01/sn85038121/1851/05/15/ed-1/seq-2/0?user_id=6
NA,NA,Richmond daily times (Richmond [Va.]),1851,NA,NA,NA,NA,1851/05/20,NA,5,20,seq-2,ed-1,2,Virginia,87546_0,NA,NA,NA,NA,NA,0,sn84024692,https://articleextractor.org/pages/87546/vi_icelandic_ver01/sn84024692,1851-05-20,https://articleextractor.org/pages/87546/vi_icelandic_ver01/sn84024692/1851/05/20/ed-1/seq-2/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/05/23,NA,5,23,seq-1,ed-1,2,Iowa,17049_0,NA,NA,NA,NA,NA,0,sn86081965,https://articleextractor.org/pages/17049/iahi_bellsprout_ver01/sn86081965,1851-05-23,https://articleextractor.org/pages/17049/iahi_bellsprout_ver01/sn86081965/1851/05/23/ed-1/seq-1/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/05/23,NA,5,23,seq-1,ed-1,2,Iowa,17049_1,NA,NA,NA,NA,NA,1,sn86081965,https://articleextractor.org/pages/17049/iahi_bellsprout_ver01/sn86081965,1851-05-23,https://articleextractor.org/pages/17049/iahi_bellsprout_ver01/sn86081965/1851/05/23/ed-1/seq-1/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/06/03,NA,6,3,seq-2,ed-1,1,Michigan,17052_0,NA,NA,NA,NA,NA,0,sn89080032,https://articleextractor.org/pages/17052/mimtptc_beulah_ver01/sn89080032,1851-06-03,https://articleextractor.org/pages/17052/mimtptc_beulah_ver01/sn89080032/1851/06/03/ed-1/seq-2/0?user_id=6
NA,x,New York Herald,1851,Yes (Cant highlight),NA,can't verify state,BEATTIES FERRY,1851/06/03,NA,NA,NA,seq-3,NA,NA,NA,NA,1,15861_1,NEW YORK,NY,https://articleextractor.org/pages/4999/dlc_laceflower_ver01/sn83030313/1851/06/03/ed-1/seq-1/0?user_id=10,NA,sn83030313,NA,1851-06-03,https://articleextractor.org/pages/4999/dlc_laceflower_ver01/sn83030313/1851/06/03/NA/seq-3/0?user_id=6
NA,x,New York Herald,1851,Yes (Same issue),NA,can't verify state,BEATTIES FERRY,1851/06/03,"yes, 86",NA,NA,seq-1,NA,NA,NA,NA,0,15874_0,NEW YORK,NY,https://articleextractor.org/pages/4999/dlc_laceflower_ver01/sn83030313/1851/06/03/ed-1/seq-1/0?user_id=10,NA,sn83030313,NA,1851-06-03,https://articleextractor.org/pages/4999/dlc_laceflower_ver01/sn83030313/1851/06/03/NA/seq-1/0?user_id=6
NA,x,The New York Herald,1851,Yes(Same issue),NA,can't verify state,BEATTIES FERRY,1851/06/03,"yes,86",NA,NA,seq-2,NA,NA,NA,NA,1,16353_1,NEW YORK,NY,https://articleextractor.org/pages/4999/dlc_laceflower_ver01/sn83030313/1851/06/03/ed-1/seq-1/0?user_id=10,NA,sn83030313,NA,1851-06-03,https://articleextractor.org/pages/4999/dlc_laceflower_ver01/sn83030313/1851/06/03/NA/seq-2/0?user_id=6
NA,NA,"The daily crescent ([New Orleans, L...)",1851,NA,NA,NA,NA,1851/06/04,NA,6,4,seq-2,ed-1,2,Louisiana,91177_0,NA,NA,NA,NA,NA,0,sn82015378,https://articleextractor.org/pages/91177/lu_diglett_ver01/sn82015378,1851-06-04,https://articleextractor.org/pages/91177/lu_diglett_ver01/sn82015378/1851/06/04/ed-1/seq-2/0?user_id=6
NA,NA,"The daily crescent ([New Orleans, L...)",1851,NA,NA,NA,NA,1851/06/04,NA,6,4,seq-2,ed-1,2,Louisiana,91177_1,NA,NA,NA,NA,NA,1,sn82015378,https://articleextractor.org/pages/91177/lu_diglett_ver01/sn82015378,1851-06-04,https://articleextractor.org/pages/91177/lu_diglett_ver01/sn82015378/1851/06/04/ed-1/seq-2/0?user_id=6
NA,NA,"The daily crescent ([New Orleans, L...)",1851,NA,NA,NA,NA,1851/06/05,NA,6,5,seq-2,ed-1,1,Louisiana,8409_0,NA,NA,NA,NA,NA,0,sn82015378,https://articleextractor.org/pages/8409/lu_diglett_ver01/sn82015378,1851-06-05,https://articleextractor.org/pages/8409/lu_diglett_ver01/sn82015378/1851/06/05/ed-1/seq-2/0?user_id=6
NA,NA,Richmond daily times (Richmond [Va.]),1851,NA,NA,NA,NA,1851/06/06,NA,6,6,seq-2,ed-1,1,Virginia,17054_0,NA,NA,NA,NA,NA,0,sn84024692,https://articleextractor.org/pages/17054/vi_icelandic_ver01/sn84024692,1851-06-06,https://articleextractor.org/pages/17054/vi_icelandic_ver01/sn84024692/1851/06/06/ed-1/seq-2/0?user_id=6
NA,x,American Telegraph,1851,Yes (Same issue),NA,TX,EL PASO,1851/06/07,NA,NA,NA,seq-1,NA,NA,NA,NA,0,4999_0,WASHINGTON,DC,https://articleextractor.org/pages/15878/dlc_alicanto_ver02/sn82014594/1851/06/07/ed-1/seq-3/0?user_id=10,NA,sn82014594,NA,1851-06-07,https://articleextractor.org/pages/15878/dlc_alicanto_ver02/sn82014594/1851/06/07/NA/seq-1/0?user_id=6
NA,x,American Telegraph,1851,Yes (Same issue),NA,TX,El Paso,1851/06/07,"Yes, 89",NA,NA,seq-4,NA,NA,NA,NA,1,5972_1,WASHINGTON,DC,https://articleextractor.org/pages/15878/dlc_alicanto_ver02/sn82014594/1851/06/07/ed-1/seq-3/0?user_id=10,NA,sn82014594,NA,1851-06-07,https://articleextractor.org/pages/15878/dlc_alicanto_ver02/sn82014594/1851/06/07/NA/seq-4/0?user_id=6
NA,x,American Telegraph,1851,Yes (Same issue),NA,TX,El Paso,1851/06/07,"Yes, 89",NA,NA,seq-2,NA,NA,NA,NA,1,15795_1,WASHINGTON,DC,https://articleextractor.org/pages/15878/dlc_alicanto_ver02/sn82014594/1851/06/07/ed-1/seq-3/0?user_id=10,NA,sn82014594,NA,1851-06-07,https://articleextractor.org/pages/15878/dlc_alicanto_ver02/sn82014594/1851/06/07/NA/seq-2/0?user_id=6
NA,x,The Pilot,1851,Yes,NA,NA,NA,1851/06/07,NA,NA,NA,seq-3,NA,NA,NA,NA,0,15878_0,PLYMOUTH,IN,https://articleextractor.org/pages/16531/in_fairmount_ver02/sn87056240/1851/06/11/ed-1/seq-2/0?user_id=10,NA,sn87056240,NA,1851-06-07,https://articleextractor.org/pages/16531/in_fairmount_ver02/sn87056240/1851/06/07/NA/seq-3/0?user_id=6
NA,NA,"The daily crescent ([New Orleans, L...)",1851,NA,NA,NA,NA,1851/06/10,NA,6,10,seq-1,ed-1,1,Louisiana,17056_0,NA,NA,NA,NA,NA,0,sn82015378,https://articleextractor.org/pages/17056/lu_diglett_ver01/sn82015378,1851-06-10,https://articleextractor.org/pages/17056/lu_diglett_ver01/sn82015378/1851/06/10/ed-1/seq-1/0?user_id=6
NA,NA,"The daily crescent ([New Orleans, L...)",1851,NA,NA,NA,NA,1851/06/10,NA,6,10,seq-2,ed-1,2,Louisiana,87557_0,NA,NA,NA,NA,NA,0,sn82015378,https://articleextractor.org/pages/87557/lu_diglett_ver01/sn82015378,1851-06-10,https://articleextractor.org/pages/87557/lu_diglett_ver01/sn82015378/1851/06/10/ed-1/seq-2/0?user_id=6
NA,NA,"Alexandria gazette (Alexandria, D.C...)",1851,NA,NA,NA,NA,1851/06/10,NA,6,10,seq-2,ed-1,2,District of Columbia,91176_0,NA,NA,NA,NA,NA,0,sn85025007,https://articleextractor.org/pages/91176/vi_crawdads_ver01/sn85025007,1851-06-10,https://articleextractor.org/pages/91176/vi_crawdads_ver01/sn85025007/1851/06/10/ed-1/seq-2/0?user_id=6
NA,NA,NA,1851,NA,NA,NA,NA,1851/06/11,NA,6,11,seq-2,ed-1,1,Indiana,87760_0,NA,NA,NA,NA,NA,0,sn87056240,https://articleextractor.org/pages/87760/in_fairmount_ver02/sn87056240,1851-06-11,https://articleextractor.org/pages/87760/in_fairmount_ver02/sn87056240/1851/06/11/ed-1/seq-2/0?user_id=6
NA,NA,Richmond daily times (Richmond [Va.]),1851,NA,NA,NA,NA,1851/06/12,NA,6,12,seq-2,ed-1,1,Virginia,17372_0,NA,NA,NA,NA,NA,0,sn84024692,https://articleextractor.org/pages/17372/vi_icelandic_ver01/sn84024692,1851-06-12,https://articleextractor.org/pages/17372/vi_icelandic_ver01/sn84024692/1851/06/12/ed-1/seq-2/0?user_id=6
NA,NA,Lynchburg Virginian (Lynchburg [Va.]),1851,NA,NA,NA,NA,1851/06/12,NA,6,12,seq-1,ed-1,1,Virginia,17464_0,NA,NA,NA,NA,NA,0,sn84024649,https://articleextractor.org/pages/17464/vi_exmoor_ver01/sn84024649,1851-06-12,https://articleextractor.org/pages/17464/vi_exmoor_ver01/sn84024649/1851/06/12/ed-1/seq-1/0?user_id=6
NA,NA,Lynchburg Virginian (Lynchburg [Va.]),1851,NA,NA,NA,NA,1851/06/12,NA,6,12,seq-1,ed-1,1,Virginia,17464_1,NA,NA,NA,NA,NA,1,sn84024649,https://articleextractor.org/pages/17464/vi_exmoor_ver01/sn84024649,1851-06-12,https://articleextractor.org/pages/17464/vi_exmoor_ver01/sn84024649/1851/06/12/ed-1/seq-1/0?user_id=6
