Unnamed: 0,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,newspaper_state,url_fixed,date,date2,URL
7465,13951,0,sn99021999,Omaha daily bee. (Omaha [Neb.]),1920,1,18,seq-2,ed-1,1,Nebraska,https://articleextractor.org/pages/13951/nbu_coreopsis_ver01/sn99021999,1920-01-18,1920/01/18,https://articleextractor.org/pages/13951/nbu_coreopsis_ver01/sn99021999/1920/01/18/ed-1/seq-2/0?user_id=6
308,13954,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1920,12,23,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/13954/ak_jellymoss_ver01/sn84020657,1920-12-23,1920/12/23,https://articleextractor.org/pages/13954/ak_jellymoss_ver01/sn84020657/1920/12/23/ed-1/seq-1/0?user_id=6
13551,13985,0,sn86092050,"The McDowell times (Keystone, W. Va...)",1939,8,11,seq-2,ed-1,1,West Virginia,https://articleextractor.org/pages/13985/wvu_neely_ver01/sn86092050,1939-08-11,1939/08/11,https://articleextractor.org/pages/13985/wvu_neely_ver01/sn86092050/1939/08/11/ed-1/seq-2/0?user_id=6
5423,13986,0,sn83045324,"The Michigan chronicle (Detroit, Mich.)",1939,7,29,seq-2,ed-1,1,Michigan,https://articleextractor.org/pages/13986/mimtptc_clare_ver03/sn83045324,1939-07-29,1939/07/29,https://articleextractor.org/pages/13986/mimtptc_clare_ver03/sn83045324/1939/07/29/ed-1/seq-2/0?user_id=6
7003,13995,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1906,12,29,seq-3,ed-1,1,Mississippi,https://articleextractor.org/pages/13995/msar_flax_ver01/sn85034375,1906-12-29,1906/12/29,https://articleextractor.org/pages/13995/msar_flax_ver01/sn85034375/1906/12/29/ed-1/seq-3/0?user_id=6
3401,13997,0,sn86091197,"The Idaho Republican (Blackfoot, Idah...)",1906,12,28,seq-2,ed-1,1,Idaho,https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197,1906-12-28,1906/12/28,https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/1906/12/28/ed-1/seq-2/0?user_id=6
10552,14006,0,sn99062034,"The Madison daily leader (Madison, S.D.)",1906,10,30,seq-2,ed-1,1,South Dakota,https://articleextractor.org/pages/14006/sdhi_grenada_ver01/sn99062034,1906-10-30,1906/10/30,https://articleextractor.org/pages/14006/sdhi_grenada_ver01/sn99062034/1906/10/30/ed-1/seq-2/0?user_id=6
1177,14007,0,sn90051015,"The La Jara chronicle. (La Jara, Conejo...)",1906,8,31,seq-6,ed-1,1,Colorado,https://articleextractor.org/pages/14007/cohi_finntown_ver01/sn90051015,1906-08-31,1906/08/31,https://articleextractor.org/pages/14007/cohi_finntown_ver01/sn90051015/1906/08/31/ed-1/seq-6/0?user_id=6
10169,14013,0,sn85042303,"The Daily Ardmoreite (Ardmore, Okla.)",1906,5,24,seq-4,ed-1,1,Oklahoma,https://articleextractor.org/pages/14013/okhi_kiowa_ver01/sn85042303,1906-05-24,1906/05/24,https://articleextractor.org/pages/14013/okhi_kiowa_ver01/sn85042303/1906/05/24/ed-1/seq-4/0?user_id=6
10170,14013,1,sn85042303,"The Daily Ardmoreite (Ardmore, Okla.)",1906,5,24,seq-4,ed-1,1,Oklahoma,https://articleextractor.org/pages/14013/okhi_kiowa_ver01/sn85042303,1906-05-24,1906/05/24,https://articleextractor.org/pages/14013/okhi_kiowa_ver01/sn85042303/1906/05/24/ed-1/seq-4/0?user_id=6
7711,14014,0,2010270509,"The frontier. (O'Neill City, H...)",1906,3,22,seq-7,ed-1,1,Nebraska,https://articleextractor.org/pages/14014/nbu_keithsbear_ver02/2010270509/3/22/ed-1/seq-7/1,1906-03-22,1906/03/22,https://articleextractor.org/pages/14014/nbu_keithsbear_ver02/2010270509/3/22/ed-1/seq-7/1/1906/03/22/ed-1/seq-7/0?user_id=6
8120,14020,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1903,6,16,seq-7,ed-1,1,North Carolina,https://articleextractor.org/pages/14020/ncu_green_ver01/sn91068367,1903-06-16,1903/06/16,https://articleextractor.org/pages/14020/ncu_green_ver01/sn91068367/1903/06/16/ed-1/seq-7/0?user_id=6
7960,14022,0,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204,1851-09-06,1851/09/06,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/1851/09/06/ed-1/seq-1/0?user_id=6
7959,14022,1,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204,1851-09-06,1851/09/06,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/1851/09/06/ed-1/seq-1/0?user_id=6
7957,14022,2,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,North Carolina,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204,1851-09-06,1851/09/06,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/1851/09/06/ed-1/seq-1/0?user_id=6
5274,14029,0,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1881,4,4,seq-3,ed-1,1,Maine,https://articleextractor.org/pages/14029/me_eddington_ver01/sn82014248,1881-04-04,1881/04/04,https://articleextractor.org/pages/14029/me_eddington_ver01/sn82014248/1881/04/04/ed-1/seq-3/0?user_id=6
5024,14030,0,sn88064537,"St. Landry democrat. (Opelousas, La.)",1881,8,27,seq-2,ed-1,1,Louisiana,https://articleextractor.org/pages/14030/lu_blastoise_ver01/sn88064537,1881-08-27,1881/08/27,https://articleextractor.org/pages/14030/lu_blastoise_ver01/sn88064537/1881/08/27/ed-1/seq-2/0?user_id=6
5230,14032,0,sn83009567,"American Republican and Baltimore daily clipper (Baltimore, Md.)",1845,8,5,seq-1,ed-1,1,Maryland,https://articleextractor.org/pages/14032/mdu_jalapeno_ver02/sn83009567,1845-08-05,1845/08/05,https://articleextractor.org/pages/14032/mdu_jalapeno_ver02/sn83009567/1845/08/05/ed-1/seq-1/0?user_id=6
11795,14033,0,sn84024656,"Richmond daily Whig (Richmond, Va.)",1846,5,21,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14033/vi_appaloosa_ver01/sn84024656,1846-05-21,1846/05/21,https://articleextractor.org/pages/14033/vi_appaloosa_ver01/sn84024656/1846/05/21/ed-1/seq-2/0?user_id=6
13344,14035,0,sn84026824,"Shepherdstown register (Shepherdstown, ...)",1858,10,30,seq-2,ed-1,1,West Virginia,https://articleextractor.org/pages/14035/wvu_antares_ver02/sn84026824,1858-10-30,1858/10/30,https://articleextractor.org/pages/14035/wvu_antares_ver02/sn84026824/1858/10/30/ed-1/seq-2/0?user_id=6
12161,14036,0,sn84024738,The daily dispatch (Richmond [Va.]),1859,11,30,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14036/vi_manowar_ver01/sn84024738,1859-11-30,1859/11/30,https://articleextractor.org/pages/14036/vi_manowar_ver01/sn84024738/1859/11/30/ed-1/seq-2/0?user_id=6
1969,14037,0,sn82014511,"The press and tribune (Chicago, Ill.)",1859,4,11,seq-2,ed-1,1,Illinois,https://articleextractor.org/pages/14037/dlc_belmont_ver02/sn82014511,1859-04-11,1859/04/11,https://articleextractor.org/pages/14037/dlc_belmont_ver02/sn82014511/1859/04/11/ed-1/seq-2/0?user_id=6
2324,14043,0,sn84031492,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1878,9,24,seq-5,ed-1,1,Illinois,https://articleextractor.org/pages/14043/dlc_michigan_ver01/sn84031492,1878-09-24,1878/09/24,https://articleextractor.org/pages/14043/dlc_michigan_ver01/sn84031492/1878/09/24/ed-1/seq-5/0?user_id=6
10310,14044,0,sn84026853,"The Abbeville press and banner (Abbeville, S.C.)",1876,6,21,seq-2,ed-1,1,South Carolina,https://articleextractor.org/pages/14044/scu_idacox_ver02/sn84026853,1876-06-21,1876/06/21,https://articleextractor.org/pages/14044/scu_idacox_ver02/sn84026853/1876/06/21/ed-1/seq-2/0?user_id=6
13430,14051,0,sn85059587,"Martinsburg journal (Martinsburg, W....)",1922,9,29,seq-2,ed-1,1,West Virginia,https://articleextractor.org/pages/14051/wvu_els_ver01/sn85059587,1922-09-29,1922/09/29,https://articleextractor.org/pages/14051/wvu_els_ver01/sn85059587/1922/09/29/ed-1/seq-2/0?user_id=6
1914,14056,0,sn83045462,"Evening star (Washington, D.C...)",1949,5,20,seq-3,ed-1,1,District of Columbia,https://articleextractor.org/pages/14056/dlc_2hayden_ver02/sn83045462,1949-05-20,1949/05/20,https://articleextractor.org/pages/14056/dlc_2hayden_ver02/sn83045462/1949/05/20/ed-1/seq-3/0?user_id=6
1965,14215,0,sn82003410,The daily union (Washington [D.C...),1849,2,13,seq-3,ed-1,1,District of Columbia,https://articleextractor.org/pages/14215/dlc_basilisk_ver03/sn82003410,1849-02-13,1849/02/13,https://articleextractor.org/pages/14215/dlc_basilisk_ver03/sn82003410/1849/02/13/ed-1/seq-3/0?user_id=6
5257,14216,0,sn82014356,"Eastern times (Bath, Me.)",1850,8,1,seq-3,ed-1,1,Maine,https://articleextractor.org/pages/14216/me_calais_ver02/sn82014356,1850-08-01,1850/08/01,https://articleextractor.org/pages/14216/me_calais_ver02/sn82014356/1850/08/01/ed-1/seq-3/0?user_id=6
9611,14217,0,sn85026203,"The Portsmouth inquirer (Portsmouth, O. ...)",1850,11,11,seq-3,ed-1,1,Ohio,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203,1850-11-11,1850/11/11,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203/1850/11/11/ed-1/seq-3/0?user_id=6
6647,14218,0,sn89066057,"Democratic banner. (Bowling Green, ...)",1850,1,14,seq-2,ed-1,1,Missouri,https://articleextractor.org/pages/14218/mohi_jerome_ver01/sn89066057,1850-01-14,1850/01/14,https://articleextractor.org/pages/14218/mohi_jerome_ver01/sn89066057/1850/01/14/ed-1/seq-2/0?user_id=6
2954,14219,0,sn86081965,Des Moines courier. ([Ottumwa] Iowa),1851,4,25,seq-3,ed-1,1,Iowa,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965,1851-04-25,1851/04/25,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965/1851/04/25/ed-1/seq-3/0?user_id=6
10275,14220,0,sn85055197,"Lewisburg chronicle (Lewisburg, Pa.)",1851,6,25,seq-4,ed-1,1,Pennsylvania,https://articleextractor.org/pages/14220/pst_fenske_ver02/sn85055197,1851-06-25,1851/06/25,https://articleextractor.org/pages/14220/pst_fenske_ver02/sn85055197/1851/06/25/ed-1/seq-4/0?user_id=6
2022,14222,0,sn82014434,The republic (Washington [D.C...),1851,9,24,seq-3,ed-1,1,District of Columbia,https://articleextractor.org/pages/14222/dlc_dragon_ver01/sn82014434,1851-09-24,1851/09/24,https://articleextractor.org/pages/14222/dlc_dragon_ver01/sn82014434/1851/09/24/ed-1/seq-3/0?user_id=6
12139,14223,0,sn84024738,The daily dispatch (Richmond [Va.]),1856,11,13,seq-2,ed-1,1,Virginia,https://articleextractor.org/pages/14223/vi_manowar_ver01/sn84024738,1856-11-13,1856/11/13,https://articleextractor.org/pages/14223/vi_manowar_ver01/sn84024738/1856/11/13/ed-1/seq-2/0?user_id=6
9657,14224,0,sn84028820,"Holmes County Republican (Millersburg, Ho...)",1857,7,16,seq-2,ed-1,1,Ohio,https://articleextractor.org/pages/14224/ohi_edgar_ver01/sn84028820,1857-07-16,1857/07/16,https://articleextractor.org/pages/14224/ohi_edgar_ver01/sn84028820/1857/07/16/ed-1/seq-2/0?user_id=6
7851,14225,0,sn84045030,"Weekly North Carolina standard (Raleigh, N.C.)",1857,6,17,seq-4,ed-1,1,North Carolina,https://articleextractor.org/pages/14225/ncu_alligator_ver01/sn84045030,1857-06-17,1857/06/17,https://articleextractor.org/pages/14225/ncu_alligator_ver01/sn84045030/1857/06/17/ed-1/seq-4/0?user_id=6
2299,14226,0,sn83045462,"Evening star (Washington, D.C...)",1861,1,17,seq-2,ed-1,1,District of Columbia,https://articleextractor.org/pages/14226/dlc_leonberger_ver03/sn83045462,1861-01-17,1861/01/17,https://articleextractor.org/pages/14226/dlc_leonberger_ver03/sn83045462/1861/01/17/ed-1/seq-2/0?user_id=6
2301,14228,0,sn83045462,"Evening star (Washington, D.C...)",1861,10,8,seq-2,ed-1,1,District of Columbia,https://articleextractor.org/pages/14228/dlc_leonberger_ver03/sn83045462,1861-10-08,1861/10/08,https://articleextractor.org/pages/14228/dlc_leonberger_ver03/sn83045462/1861/10/08/ed-1/seq-2/0?user_id=6
12595,14229,0,sn84022367,"Rutland weekly herald (Rutland, Vt.)",1862,8,28,seq-4,ed-1,1,Vermont,https://articleextractor.org/pages/14229/vtu_leek_ver01/sn84022367,1862-08-28,1862/08/28,https://articleextractor.org/pages/14229/vtu_leek_ver01/sn84022367/1862/08/28/ed-1/seq-4/0?user_id=6
2331,14231,0,sn84031492,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1878,10,14,seq-4,ed-1,1,Illinois,https://articleextractor.org/pages/14231/dlc_michigan_ver01/sn84031492,1878-10-14,1878/10/14,https://articleextractor.org/pages/14231/dlc_michigan_ver01/sn84031492/1878/10/14/ed-1/seq-4/0?user_id=6
5362,14232,0,sn92063852,"The Detroit tribune. (Detroit, Mich.)",1942,7,18,seq-1,ed-1,1,Michigan,https://articleextractor.org/pages/14232/mimtptc_albion_ver01/sn92063852,1942-07-18,1942/07/18,https://articleextractor.org/pages/14232/mimtptc_albion_ver01/sn92063852/1942/07/18/ed-1/seq-1/0?user_id=6
152,14234,0,sn86072239,"The Cordova daily times (Cordova, Alaska)",1921,8,3,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14234/ak_gyrfalcon_ver01/sn86072239,1921-08-03,1921/08/03,https://articleextractor.org/pages/14234/ak_gyrfalcon_ver01/sn86072239/1921/08/03/ed-1/seq-1/0?user_id=6
121,14237,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1923,2,5,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14237/ak_flatheadsole_ver01/sn84020657,1923-02-05,1923/02/05,https://articleextractor.org/pages/14237/ak_flatheadsole_ver01/sn84020657/1923/02/05/ed-1/seq-1/0?user_id=6
131,14238,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1924,7,22,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14238/ak_goshawk_ver01/sn84020657,1924-07-22,1924/07/22,https://articleextractor.org/pages/14238/ak_goshawk_ver01/sn84020657/1924/07/22/ed-1/seq-1/0?user_id=6
314,14239,0,sn87062011,"The Nome daily nugget. (Nome, Alaska)",1914,4,7,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14239/ak_kingcrab_ver03/sn87062011,1914-04-07,1914/04/07,https://articleextractor.org/pages/14239/ak_kingcrab_ver03/sn87062011/1914/04/07/ed-1/seq-1/0?user_id=6
267,14241,0,sn98059811,"Seward weekly gateway. (Seward, Alaska)",1907,8,3,seq-4,ed-1,1,Alaska,https://articleextractor.org/pages/14241/ak_harborseal_ver04/sn98059811,1907-08-03,1907/08/03,https://articleextractor.org/pages/14241/ak_harborseal_ver04/sn98059811/1907/08/03/ed-1/seq-4/0?user_id=6
228,14242,0,sn87062013,"The Nome nugget. (Nome, Alaska)",1925,2,28,seq-5,ed-1,1,Alaska,https://articleextractor.org/pages/14242/ak_halibut_ver01/sn87062013,1925-02-28,1925/02/28,https://articleextractor.org/pages/14242/ak_halibut_ver01/sn87062013/1925/02/28/ed-1/seq-5/0?user_id=6
224,14243,0,sn96060003,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,11,12,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14243/ak_gyrfalcon_ver01/sn96060003,1919-11-12,1919/11/12,https://articleextractor.org/pages/14243/ak_gyrfalcon_ver01/sn96060003/1919/11/12/ed-1/seq-1/0?user_id=6
221,14244,0,sn96060003,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,9,30,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14244/ak_gyrfalcon_ver01/sn96060003,1919-09-30,1919/09/30,https://articleextractor.org/pages/14244/ak_gyrfalcon_ver01/sn96060003/1919/09/30/ed-1/seq-1/0?user_id=6
273,14245,0,sn87062169,"Seward daily gateway (Seward, Alaska)",1932,4,18,seq-1,ed-1,1,Alaska,https://articleextractor.org/pages/14245/ak_icelandgull_ver01/sn87062169,1932-04-18,1932/04/18,https://articleextractor.org/pages/14245/ak_icelandgull_ver01/sn87062169/1932/04/18/ed-1/seq-1/0?user_id=6
291,14246,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1917,6,14,seq-8,ed-1,1,Alaska,https://articleextractor.org/pages/14246/ak_jellymoss_ver01/sn84020657,1917-06-14,1917/06/14,https://articleextractor.org/pages/14246/ak_jellymoss_ver01/sn84020657/1917/06/14/ed-1/seq-8/0?user_id=6
467,14248,0,sn86090230,"The log cabin Democrat (Conway, Ark.) 1901-1982",1906,7,19,seq-3,ed-1,1,Arkansas,https://articleextractor.org/pages/14248/arhi_charmander_ver01/sn86090230,1906-07-19,1906/07/19,https://articleextractor.org/pages/14248/arhi_charmander_ver01/sn86090230/1906/07/19/ed-1/seq-3/0?user_id=6
474,14249,0,sn89051194,"The Conway log cabin. (Conway, Faulkne...)",1901,7,23,seq-2,ed-1,1,Arkansas,https://articleextractor.org/pages/14249/arhi_charmander_ver01/sn89051194,1901-07-23,1901/07/23,https://articleextractor.org/pages/14249/arhi_charmander_ver01/sn89051194/1901/07/23/ed-1/seq-2/0?user_id=6
484,14250,0,sn85032996,"The Mena weekly star (Mena, Ark.)",1897,10,27,seq-4,ed-1,1,Arkansas,https://articleextractor.org/pages/14250/arhi_electabuzz_ver01/sn85032996,1897-10-27,1897/10/27,https://articleextractor.org/pages/14250/arhi_electabuzz_ver01/sn85032996/1897/10/27/ed-1/seq-4/0?user_id=6
487,14251,0,sn89051213,"The Mena weekly star. (Mena, Ark.)",1909,6,10,seq-6,ed-1,2,Arkansas,https://articleextractor.org/pages/14251/arhi_electabuzz_ver01/sn89051213,1909-06-10,1909/06/10,https://articleextractor.org/pages/14251/arhi_electabuzz_ver01/sn89051213/1909/06/10/ed-1/seq-6/0?user_id=6
642,14253,0,sn84023017,"The Russellville Democrat (Russellville, A...)",1889,7,25,seq-1,ed-1,1,Arkansas,https://articleextractor.org/pages/14253/arhi_igglybuff_ver01/sn84023017,1889-07-25,1889/07/25,https://articleextractor.org/pages/14253/arhi_igglybuff_ver01/sn84023017/1889/07/25/ed-1/seq-1/0?user_id=6
513,14254,0,sn89051285,"The Sentinel=record. (Hot Springs, Ar...)",1918,12,21,seq-3,ed-1,1,Arkansas,https://articleextractor.org/pages/14254/arhi_gyarados_ver01/sn89051285,1918-12-21,1918/12/21,https://articleextractor.org/pages/14254/arhi_gyarados_ver01/sn89051285/1918/12/21/ed-1/seq-3/0?user_id=6
512,14255,0,sn89051285,"The Sentinel=record. (Hot Springs, Ar...)",1918,5,22,seq-1,ed-1,1,Arkansas,https://articleextractor.org/pages/14255/arhi_gyarados_ver01/sn89051285,1918-05-22,1918/05/22,https://articleextractor.org/pages/14255/arhi_gyarados_ver01/sn89051285/1918/05/22/ed-1/seq-1/0?user_id=6
510,14256,0,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1898,6,6,seq-5,ed-1,1,Arkansas,https://articleextractor.org/pages/14256/arhi_fugazi_ver01/sn89051168,1898-06-06,1898/06/06,https://articleextractor.org/pages/14256/arhi_fugazi_ver01/sn89051168/1898/06/06/ed-1/seq-5/0?user_id=6
507,14257,0,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1894,9,11,seq-2,ed-1,1,Arkansas,https://articleextractor.org/pages/14257/arhi_elvis_ver01/sn89051168,1894-09-11,1894/09/11,https://articleextractor.org/pages/14257/arhi_elvis_ver01/sn89051168/1894/09/11/ed-1/seq-2/0?user_id=6
509,14257,1,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1894,9,11,seq-2,ed-1,1,Arkansas,https://articleextractor.org/pages/14257/arhi_elvis_ver01/sn89051168,1894-09-11,1894/09/11,https://articleextractor.org/pages/14257/arhi_elvis_ver01/sn89051168/1894/09/11/ed-1/seq-2/0?user_id=6
504,14258,0,sn84022980,"The Monticellonian (Monticello, Ark...)",1901,7,5,seq-1,ed-1,1,Arkansas,https://articleextractor.org/pages/14258/arhi_elvis_ver01/sn84022980,1901-07-05,1901/07/05,https://articleextractor.org/pages/14258/arhi_elvis_ver01/sn84022980/1901/07/05/ed-1/seq-1/0?user_id=6
514,14259,0,sn90050307,"The Prescott daily news. (Prescott, Ark.)",1908,5,11,seq-3,ed-1,1,Arkansas,https://articleextractor.org/pages/14259/arhi_gyarados_ver01/sn90050307,1908-05-11,1908/05/11,https://articleextractor.org/pages/14259/arhi_gyarados_ver01/sn90050307/1908/05/11/ed-1/seq-3/0?user_id=6
515,14260,0,sn90050307,"The Prescott daily news. (Prescott, Ark.)",1908,7,18,seq-4,ed-1,1,Arkansas,https://articleextractor.org/pages/14260/arhi_gyarados_ver01/sn90050307,1908-07-18,1908/07/18,https://articleextractor.org/pages/14260/arhi_gyarados_ver01/sn90050307/1908/07/18/ed-1/seq-4/0?user_id=6
517,14261,0,sn90050307,"The Prescott daily news. (Prescott, Ark.)",1908,8,6,seq-1,ed-1,1,Arkansas,https://articleextractor.org/pages/14261/arhi_gyarados_ver01/sn90050307,1908-08-06,1908/08/06,https://articleextractor.org/pages/14261/arhi_gyarados_ver01/sn90050307/1908/08/06/ed-1/seq-1/0?user_id=6
722,14262,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1915,11,1,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14262/au_ayler_ver01/sn85038485,1915-11-01,1915/11/01,https://articleextractor.org/pages/14262/au_ayler_ver01/sn85038485/1915/11/01/ed-1/seq-1/0?user_id=6
730,14264,0,sn86072192,"The age-herald (Birmingham, Ala...)",1899,9,28,seq-4,ed-1,1,Alabama,https://articleextractor.org/pages/14264/au_brown_ver01/sn86072192,1899-09-28,1899/09/28,https://articleextractor.org/pages/14264/au_brown_ver01/sn86072192/1899/09/28/ed-1/seq-4/0?user_id=6
801,14265,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1919,9,23,seq-2,ed-1,1,Alabama,https://articleextractor.org/pages/14265/au_carver_ver01/sn85038485,1919-09-23,1919/09/23,https://articleextractor.org/pages/14265/au_carver_ver01/sn85038485/1919/09/23/ed-1/seq-2/0?user_id=6
814,14266,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1905,7,5,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14266/au_davis_ver01/sn85038485,1905-07-05,1905/07/05,https://articleextractor.org/pages/14266/au_davis_ver01/sn85038485/1905/07/05/ed-1/seq-1/0?user_id=6
808,14267,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1904,3,12,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14267/au_davis_ver01/sn85038485,1904-03-12,1904/03/12,https://articleextractor.org/pages/14267/au_davis_ver01/sn85038485/1904/03/12/ed-1/seq-1/0?user_id=6
823,14268,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1906,8,8,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14268/au_evans_ver01/sn85038485,1906-08-08,1906/08/08,https://articleextractor.org/pages/14268/au_evans_ver01/sn85038485/1906/08/08/ed-1/seq-1/0?user_id=6
826,14268,1,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1906,8,8,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14268/au_evans_ver01/sn85038485,1906-08-08,1906/08/08,https://articleextractor.org/pages/14268/au_evans_ver01/sn85038485/1906/08/08/ed-1/seq-1/0?user_id=6
838,14269,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1907,7,17,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14269/au_evans_ver01/sn85038485,1907-07-17,1907/07/17,https://articleextractor.org/pages/14269/au_evans_ver01/sn85038485/1907/07/17/ed-1/seq-1/0?user_id=6
839,14271,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1908,9,9,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14271/au_flagg_ver01/sn85038485,1908-09-09,1908/09/09,https://articleextractor.org/pages/14271/au_flagg_ver01/sn85038485/1908/09/09/ed-1/seq-1/0?user_id=6
841,14272,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1909,2,10,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14272/au_flagg_ver01/sn85038485,1909-02-10,1909/02/10,https://articleextractor.org/pages/14272/au_flagg_ver01/sn85038485/1909/02/10/ed-1/seq-1/0?user_id=6
844,14273,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1909,2,12,seq-1,ed-1,1,Alabama,https://articleextractor.org/pages/14273/au_flagg_ver01/sn85038485,1909-02-12,1909/02/12,https://articleextractor.org/pages/14273/au_flagg_ver01/sn85038485/1909/02/12/ed-1/seq-1/0?user_id=6
863,14274,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1912,1,2,seq-6,ed-1,1,Alabama,https://articleextractor.org/pages/14274/au_huie_ver01/sn85038485,1912-01-02,1912/01/02,https://articleextractor.org/pages/14274/au_huie_ver01/sn85038485/1912/01/02/ed-1/seq-6/0?user_id=6
864,14274,1,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1912,1,2,seq-6,ed-1,1,Alabama,https://articleextractor.org/pages/14274/au_huie_ver01/sn85038485,1912-01-02,1912/01/02,https://articleextractor.org/pages/14274/au_huie_ver01/sn85038485/1912/01/02/ed-1/seq-6/0?user_id=6
953,14275,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1891,9,30,seq-1,ed-1,1,Arizona,https://articleextractor.org/pages/14275/az_apachetrout_ver01/sn85032938,1891-09-30,1891/09/30,https://articleextractor.org/pages/14275/az_apachetrout_ver01/sn85032938/1891/09/30/ed-1/seq-1/0?user_id=6
954,14276,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1892,3,2,seq-1,ed-1,1,Arizona,https://articleextractor.org/pages/14276/az_apachetrout_ver01/sn85032938,1892-03-02,1892/03/02,https://articleextractor.org/pages/14276/az_apachetrout_ver01/sn85032938/1892/03/02/ed-1/seq-1/0?user_id=6
955,14277,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1894,5,2,seq-1,ed-1,1,Arizona,https://articleextractor.org/pages/14277/az_apachetrout_ver01/sn85032938,1894-05-02,1894/05/02,https://articleextractor.org/pages/14277/az_apachetrout_ver01/sn85032938/1894/05/02/ed-1/seq-1/0?user_id=6
956,14278,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1896,2,19,seq-1,ed-1,1,Arizona,https://articleextractor.org/pages/14278/az_apachetrout_ver01/sn85032938,1896-02-19,1896/02/19,https://articleextractor.org/pages/14278/az_apachetrout_ver01/sn85032938/1896/02/19/ed-1/seq-1/0?user_id=6
957,14279,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1896,2,26,seq-1,ed-1,1,Arizona,https://articleextractor.org/pages/14279/az_apachetrout_ver01/sn85032938,1896-02-26,1896/02/26,https://articleextractor.org/pages/14279/az_apachetrout_ver01/sn85032938/1896/02/26/ed-1/seq-1/0?user_id=6
